,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Pin,Pout,Gain,Pdc1,Pdc2,PAE,Load Gamma,r,x
26,"(1,)",9,3,(-2.1238e-10+1.6065e-09j),(-0.009092+0.0069611j),(5.4379e-10+5.5135e-09j),(-0.024866+0.030276j),,,,,-6.55606886049987e-05,0.0007674770659999847,-11.706360661096964,,,,(9.994099540949673e-08-1.0004369110359841e-07j),9.994099540949673e-08,-1.0004369110359841e-07
27,"(2,)",1,1,(0.070879+3.9439e-09j),(-0.01879-0.05014j),(0.031674-0.031281j),(-0.058949+0.21463j),-0.3,1.2765e-09,3.0,0.037503,0.0010783744705000074,0.023779639132,22.051374343992165,-3.8295e-10,0.112509,0.20177287738314262,(-0.17320982482823433-0.10000211543680015j),-0.17320982482823433,-0.10000211543680015
28,"(2,)",1,2,(4.0267e-10+5.7733e-11j),(0.0017247+0.0023j),(1.4628e-09-3.7543e-10j),(0.0091888+0.0054417j),,,,,-4.132295044999918e-06,5.702307216499887e-05,-13.799370941336065,,,,(9.994550255042366e-08-1.0004608232072094e-07j),9.994550255042366e-08,-1.0004608232072094e-07
29,"(2,)",1,3,(-3.0801e-11+9.1512e-11j),(-0.000611+0.00030325j),(-3.112e-11+3.2854e-10j),(-0.0017992+0.0014863j),,,,,-2.3264078124999537e-07,2.7231041649999458e-06,-11.705188361079749,,,,(9.994111003829338e-08-1.0004309034575619e-07j),9.994111003829338e-08,-1.0004309034575619e-07
30,"(2,)",2,1,(0.079527+4.3636e-09j),(-0.020659-0.056648j),(0.035127-0.034525j),(-0.065795+0.23731j),-0.3,5.2285e-09,3.0,0.038785,0.0013443767720000097,0.0291095681855,21.652834824120117,-1.5685500000000001e-09,0.116355,0.2386248241459326,(-0.173209754729544-0.09999858492086151j),-0.173209754729544,-0.09999858492086151
31,"(2,)",2,2,(5.2312e-10+7.4303e-11j),(0.002243+0.0029827j),(1.8982e-09-4.8992e-10j),(0.011938+0.007048j),,,,,-6.963774144999862e-06,9.609507399999809e-05,-13.799280677274176,,,,(9.994141551938447e-08-1.000424775155488e-07j),9.994141551938447e-08,-1.000424775155488e-07
32,"(2,)",2,3,(-4.2934e-11+1.3592e-10j),(-0.00089502+0.00046483j),(-3.7111e-11+4.8653e-10j),(-0.0026195+0.0022459j),,,,,-5.085638646499898e-07,5.95292352999988e-06,-11.705360808709592,,,,(9.994332914772047e-08-1.0004477078340699e-07j),9.994332914772047e-08,-1.0004477078340699e-07
33,"(2,)",3,1,(0.089231+4.7528e-09j),(-0.022532-0.064169j),(0.038789-0.037846j),(-0.073346+0.26085j),-0.3,1.3855e-08,3.0,0.040475,0.001668409888000012,0.0352427259895,21.123541788491092,-4.1565e-09,0.12142499999999999,0.27650250032118584,(-0.17320537507917733-0.1000003011671177j),-0.17320537507917733,-0.1000003011671177
34,"(2,)",3,2,(6.8417e-10+9.6267e-11j),(0.0029411+0.003901j),(2.4841e-09-6.4439e-10j),(0.015639+0.0092073j),,,,,-1.193393510499976e-05,0.00016467634714499672,-13.79899804181146,,,,(9.994072744404877e-08-1.0004311399677665e-07j),9.994072744404877e-08,-1.0004311399677665e-07
35,"(2,)",3,3,(-5.9047e-11+2.0557e-10j),(-0.001323+0.00073153j),(-3.6573e-11+7.305e-10j),(-0.0038374+0.0034679j),,,,,-1.1427325704499772e-06,1.337598458499973e-05,-11.705262395498737,,,,(9.994203279802899e-08-1.000445677958293e-07j),9.994203279802899e-08,-1.000445677958293e-07
36,"(2,)",4,1,(0.10012+5.1512e-09j),(-0.024354-0.072889j),(0.042632-0.041166j),(-0.081685+0.28483j),-0.3,2.8026e-08,3.0,0.042616,0.0020590453815000145,0.04214422057250001,20.467844444398764,-8.407799999999999e-09,0.12784800000000002,0.3135377572664413,(-0.17320738378764333-0.1000019480227025j),-0.17320738378764333,-0.1000019480227025
37,"(2,)",4,2,(8.8698e-10+1.2809e-10j),(0.0037965+0.0050722j),(3.2244e-09-8.2448e-10j),(0.02024+0.012011j),,,,,-2.00703125449996e-05,0.0002769608604999945,-13.799529024723517,,,,(9.994016233929198e-08-1.0004255384670138e-07j),9.994016233929198e-08,-1.0004255384670138e-07
38,"(2,)",4,3,(-7.7192e-11+3.0198e-10j),(-0.0018967+0.0011245j),(-2.1289e-11+1.0666e-09j),(-0.0054425+0.0052242j),,,,,-2.4309855699999514e-06,2.8456535944999433e-05,-11.705760945755019,,,,(9.994183960924831e-08-1.000429658269848e-07j),9.994183960924831e-08,-1.000429658269848e-07
39,"(2,)",5,1,(0.11233+5.5564e-09j),(-0.026124-0.082947j),(0.046682-0.044494j),(-0.090907+0.30937j),-0.3,4.7821e-08,3.0,0.04507,0.0025276803575000136,0.04990747719449999,19.744378297840107,-1.43463e-08,0.13521,0.35041636592707626,(-0.17320532264560676-0.09999813729274276j),-0.17320532264560676,-0.09999813729274276
40,"(2,)",5,2,(1.1027e-09+1.7916e-10j),(0.0046203+0.0064118j),(4.0401e-09-9.5534e-10j),(0.024971+0.015437j),,,,,-3.122917566499937e-05,0.0004309259049999914,-13.798824202809778,,,,(9.994497026118677e-08-1.0004367089511595e-07j),9.994497026118677e-08,-1.0004367089511595e-07
41,"(2,)",5,3,(-9.3035e-11+4.1756e-10j),(-0.0025521+0.0016205j),(1.5501e-11+1.4626e-09j),(-0.0072397+0.0073873j),,,,,-4.569617329999908e-06,5.349272868999893e-05,-11.706172492566244,,,,(9.994295161371026e-08-1.0004439873807454e-07j),9.994295161371026e-08,-1.0004439873807454e-07
42,"(2,)",6,1,(0.12604+5.9061e-09j),(-0.02773-0.094621j),(0.050868-0.047668j),(-0.1011+0.33358j),-0.3,7.4463e-08,3.0,0.047692,0.0030819975295000197,0.058318517375999995,18.922311526142195,-2.2338899999999997e-08,0.14307599999999998,0.3860641885885822,(-0.17320490471675398-0.09999695465296529j),-0.17320490471675398,-0.09999695465296529
43,"(2,)",6,2,(1.3062e-09+2.6141e-10j),(0.0052247+0.0078394j),(4.8544e-09-9.6205e-10j),(0.029074+0.019478j),,,,,-4.4376841224999114e-05,0.0006123449799999876,-13.798750949741576,,,,(9.994204222920226e-08-1.000454391738461e-07j),9.994204222920226e-08,-1.000454391738461e-07
44,"(2,)",6,3,(-1.0205e-10+5.6023e-10j),(-0.0033122+0.0022895j),(9.6728e-11+1.9457e-09j),(-0.0092506+0.010208j),,,,,-8.106239544999835e-06,9.488843217999809e-05,-11.70560426363517,,,,(9.994323400359506e-08-1.0004534487398672e-07j),9.994323400359506e-08,-1.0004534487398672e-07
45,"(2,)",7,1,(0.14142+6.2346e-09j),(-0.028972-0.10821j),(0.055015-0.050503j),(-0.11197+0.35622j),-0.3,1.0929e-07,3.0,0.05029,0.003725417758000017,0.066926383033,17.964799488401347,-3.2786999999999994e-08,0.15087,0.41891008997812673,(-0.17320672400090673-0.09999731377693132j),-0.17320672400090673,-0.09999731377693132
46,"(2,)",7,2,(1.463e-09+3.8476e-10j),(0.0053959+0.0092395j),(5.5684e-09-7.6402e-10j),(0.031652+0.024039j),,,,,-5.724204852999886e-05,0.0007898613124999842,-13.798620643110656,,,,(9.99445836385359e-08-1.0004384702662597e-07j),9.99445836385359e-08,-1.0004384702662597e-07
47,"(2,)",7,3,(-1.12e-10+7.4797e-10j),(-0.0042989+0.0031822j),(2.1217e-10+2.579e-09j),(-0.011842+0.013951j),,,,,-1.4303469024999711e-05,0.00016743168249999663,-11.705669597169628,,,,(9.994258959919369e-08-1.0004230134281785e-07j),9.994258959919369e-08,-1.0004230134281785e-07
48,"(2,)",8,1,(0.15868+6.4386e-09j),(-0.029632-0.12398j),(0.05892-0.052868j),(-0.12296+0.37623j),-0.3,1.6178e-07,3.0,0.052747,0.004465123288000016,0.075200791338,16.84181745666498,-4.8534e-08,0.15824100000000002,0.44701226641641534,(-0.1732025724216248-0.1000000310848072j),-0.1732025724216248,-0.1000000310848072
49,"(2,)",8,2,(1.5495e-09+5.3725e-10j),(0.0050661+0.010437j),(6.0836e-09-3.633e-10j),(0.032222+0.02862j),,,,,-6.729816910499866e-05,0.0009286808419999815,-13.799496395675385,,,,(9.994182328572252e-08-1.0004453424484447e-07j),9.994182328572252e-08,-1.0004453424484447e-07
50,"(2,)",8,3,(-1.4372e-10+9.8786e-10j),(-0.0056538+0.0042214j),(2.94e-10+3.4011e-09j),(-0.015546+0.018469j),,,,,-2.4892836199999507e-05,0.00029139103849999416,-11.705819142456733,,,,(9.99419752230987e-08-1.0004320465744179e-07j),9.99419752230987e-08,-1.0004320465744179e-07
51,"(2,)",9,1,(0.17804+6.5439e-09j),(-0.029558-0.14218j),(0.062449-0.054722j),(-0.13361+0.39308j),-0.3,2.4239e-07,3.0,0.054975,0.005304706918000024,0.0827345718075,15.596445399606075,-7.271699999999999e-08,0.16492500000000002,0.46948531083522793,(-0.1732033257954177-0.09999822845342994j),-0.1732033257954177,-0.09999822845342994
52,"(2,)",9,2,(1.5576e-09+6.899e-10j),(0.0043386+0.011237j),(6.3256e-09+1.5055e-10j),(0.030861+0.032398j),,,,,-7.254680947999857e-05,0.0010010158624999801,-13.798206560358302,,,,(9.994440048146587e-08-1.0004370197979753e-07j),9.994440048146587e-08,-1.0004370197979753e-07
53,"(2,)",9,3,(-2.1925e-10+1.2697e-09j),(-0.0074391+0.0052498j),(2.6161e-10+4.3975e-09j),(-0.020692+0.023286j),,,,,-4.1450304424999164e-05,0.0004851983299999903,-11.705543221713024,,,,(9.994567672976123e-08-1.0004663501211967e-07j),9.994567672976123e-08,-1.0004663501211967e-07
54,"(3,)",1,1,(0.070879+4.0905e-09j),(-0.026145-0.056068j),(-0.01336-0.047958j),(-0.062046+0.24106j),-0.3,1.008e-09,3.0,0.037292,0.0005983254960000078,0.029740585175999996,49.70636447021741,-3.024e-10,0.111876,0.2604871436232971,(-0.17320666648898153+0.1000032391478277j),-0.17320666648898153,0.1000032391478277
55,"(3,)",1,2,(3.8033e-10-5.3513e-11j),(0.0021705+0.001634j),(1.229e-09-7.2553e-10j),(0.0097719+0.0025224j),,,,,-3.690513124999927e-06,5.0926265684998985e-05,-13.799237114215654,,,,(9.994438126452233e-08-1.0004499711434125e-07j),9.994438126452233e-08,-1.0004499711434125e-07
56,"(3,)",1,3,(8.371e-12+9.5125e-11j),(-0.00043391+0.00051744j),(1.021e-10+3.1035e-10j),(-0.0010424+0.0020619j),,,,,-2.2801102084999548e-07,2.6690146849999466e-06,-11.705638942583592,,,,(9.993980700035003e-08-1.0004231767649491e-07j),9.993980700035003e-08,-1.0004231767649491e-07
57,"(3,)",2,1,(0.079527+4.4967e-09j),(-0.028806-0.063309j),(-0.014549-0.05312j),(-0.069802+0.26639j),-0.3,4.5273e-09,3.0,0.038485,0.0007433643060000094,0.0364012717515,48.96828036763382,-1.35819e-09,0.115455,0.3088468013121995,(-0.17320396561448798+0.09999993696393442j),-0.17320396561448798,0.09999993696393442
58,"(3,)",2,2,(4.8908e-10-6.733e-11j),(0.0027823+0.0021079j),(1.5818e-09-9.2736e-10j),(0.012545+0.003279j),,,,,-6.092217849999877e-06,8.406443299999832e-05,-13.798658398271169,,,,(9.994040856731882e-08-1.0004500595394486e-07j),9.994040856731882e-08,-1.0004500595394486e-07
59,"(3,)",2,3,(1.3829e-11+1.4398e-10j),(-0.00065055+0.00078929j),(1.5863e-10+4.6875e-10j),(-0.0015523+0.0031363j),,,,,-5.230970032999896e-07,6.123006489999877e-06,-11.705298350731345,,,,(9.99426734234933e-08-1.0004496124582745e-07j),9.99426734234933e-08,-1.0004496124582745e-07
60,"(3,)",3,1,(0.089231+4.9127e-09j),(-0.031466-0.071681j),(-0.01561-0.058486j),(-0.078622+0.29228j),-0.3,1.285e-08,3.0,0.040026,0.0009169482220000129,0.043972366494,47.95512487944971,-3.855e-09,0.12007799999999999,0.358562086910175,(-0.17320345889979608+0.09999863947454415j),-0.17320345889979608,0.09999863947454415
61,"(3,)",3,2,(6.2986e-10-8.3918e-11j),(0.0035672+0.0027313j),(2.0421e-09-1.1832e-09j),(0.016125+0.0043029j),,,,,-1.00924577649998e-05,0.00013926528670499722,-13.798946693437065,,,,(9.994475966924695e-08-1.0004665465927458e-07j),9.994475966924695e-08,-1.0004665465927458e-07
62,"(3,)",3,3,(2.3704e-11+2.2381e-10j),(-0.00099988+0.0012375j),(2.5386e-10+7.2668e-10j),(-0.0023668+0.0049018j),,,,,-1.2655831321999748e-06,1.4814692739999708e-05,-11.705823476208309,,,,(9.994146446266424e-08-1.0004517893227664e-07j),9.994146446266424e-08,-1.0004517893227664e-07
63,"(3,)",4,1,(0.10012+5.2624e-09j),(-0.033961-0.081429j),(-0.016412-0.06387j),(-0.08861+0.3176j),-0.3,2.7208e-08,3.0,0.041937,0.0011199914190000138,0.052186380728,46.59533978804471,-8.1624e-09,0.125811,0.40589765051545557,(-0.17320259606701996+0.099998369135701j),-0.17320259606701996,0.099998369135701
64,"(3,)",4,2,(7.9876e-10-9.7449e-11j),(0.0044802+0.0035055j),(2.6012e-09-1.4709e-09j),(0.020359+0.0056621j),,,,,-1.6180361144999676e-05,0.0002232741287049955,-13.799081905782764,,,,(9.9943168894786e-08-1.0004362771251869e-07j),9.9943168894786e-08,-1.0004362771251869e-07
65,"(3,)",4,3,(3.7302e-11+3.4681e-10j),(-0.0015456+0.0019195j),(3.9509e-10+1.125e-09j),(-0.0036536+0.007599j),,,,,-3.0366798049999394e-06,3.554679697999929e-05,-11.705810049999657,,,,(9.994394403520742e-08-1.000454262306927e-07j),9.994394403520742e-08,-1.000454262306927e-07
66,"(3,)",5,1,(0.11233+5.5806e-09j),(-0.036171-0.09273j),(-0.016921-0.069151j),(-0.099607+0.34174j),-0.3,4.8332e-08,3.0,0.04403,0.001355417379500015,0.06081980050349999,44.871639853057765,-1.4499599999999999e-08,0.13208999999999999,0.45018080947838585,(-0.17320335292833897+0.0999978532660299j),-0.17320335292833897,0.0999978532660299
67,"(3,)",5,2,(9.5942e-10-9.5385e-11j),(0.005276+0.004314j),(3.1534e-09-1.6949e-09j),(0.024239+0.0073056j),,,,,-2.3223385999999533e-05,0.00032045045617999364,-13.798610425714841,,,,(9.994212822093913e-08-1.0004691661912179e-07j),9.994212822093913e-08,-1.0004691661912179e-07
68,"(3,)",5,3,(4.4234e-11+5.1285e-10j),(-0.0023403+0.0027849j),(5.4828e-10+1.6724e-09j),(-0.0056266+0.011101j),,,,,-6.6163360499998685e-06,7.744541427999845e-05,-11.705181492406208,,,,(9.994368482575055e-08-1.0004712521759915e-07j),9.994368482575055e-08,-1.0004712521759915e-07
69,"(3,)",6,1,(0.12604+5.8143e-09j),(-0.037906-0.10576j),(-0.017134-0.074126j),(-0.11112+0.36381j),-0.3,7.6583e-08,3.0,0.046117,0.0016320195820000178,0.06945856633400001,42.559885371522,-2.29749e-08,0.138351,0.4902497759466863,(-0.1732060800051647+0.0999990643747393j),-0.1732060800051647,0.0999990643747393
70,"(3,)",6,2,(1.0792e-09-7.4181e-11j),(0.0057667+0.0050201j),(3.5946e-09-1.7912e-09j),(0.026926+0.0090315j),,,,,-2.9228116449999415e-05,0.0004032887341249919,-13.797972059366144,,,,(9.994201421829762e-08-1.0004554339346932e-07j),9.994201421829762e-08,-1.0004554339346932e-07
71,"(3,)",6,3,(2.513e-11+7.2719e-10j),(-0.003509+0.0037659j),(6.536e-10+2.4031e-09j),(-0.0087558+0.01528j),,,,,-1.3247541904999735e-05,0.0001550712168199969,-11.705659656111125,,,,(9.994303828794834e-08-1.0004458472785458e-07j),9.994303828794834e-08,-1.0004458472785458e-07
72,"(3,)",7,1,(0.14142+5.9715e-09j),(-0.039016-0.12068j),(-0.017078-0.078648j),(-0.12267+0.38325j),-0.3,1.1853e-07,3.0,0.04811,0.0019568528720000176,0.07772566270599998,39.71972743487855,-3.5559e-08,0.14433,0.5249692360146883,(-0.17320539145095745+0.1000002749361747j),-0.17320539145095745,0.1000002749361747
73,"(3,)",7,2,(1.1431e-09-4.6326e-11j),(0.005947+0.005477j),(3.8526e-09-1.7869e-09j),(0.028194+0.010343j),,,,,-3.268216899999934e-05,0.000450939642499991,-13.797726904233317,,,,(9.994496957539057e-08-1.000436553989595e-07j),9.994496957539057e-08,-1.000436553989595e-07
74,"(3,)",7,3,(-3.8376e-11+9.8422e-10j),(-0.0051163+0.0047276j),(6.3917e-10+3.3092e-09j),(-0.013361+0.019736j),,,,,-2.4263363724999516e-05,0.0002840130084999943,-11.705425996122884,,,,(9.99433461337388e-08-1.0004626305699656e-07j),9.99433461337388e-08,-1.0004626305699656e-07
75,"(3,)",8,1,(0.15868+6.0356e-09j),(-0.039394-0.13763j),(-0.016851-0.082634j),(-0.13362+0.39995j),-0.3,1.8776e-07,3.0,0.049963,0.002342719132000015,0.08535098637150001,36.43244518972045,-5.6328e-08,0.149889,0.5537982589749748,(-0.17320224799076614+0.09999821071765512j),-0.17320224799076614,0.09999821071765512
76,"(3,)",8,2,(1.1482e-09-2.5257e-11j),(0.0058613+0.0056241j),(3.9067e-09-1.7156e-09j),(0.028108+0.01097j),,,,,-3.299266924999933e-05,0.0004552002819999909,-13.797012862183019,,,,(9.99443488921213e-08-1.0004231917413443e-07j),9.99443488921213e-08,-1.0004231917413443e-07
77,"(3,)",8,3,(-1.6056e-10+1.2606e-09j),(-0.0071092+0.0055003j),(4.4874e-10+4.3257e-09j),(-0.019398+0.023864j),,,,,-4.039701236499919e-05,0.0004728864499999905,-11.705975821363195,,,,(9.994349201589514e-08-1.0004374195961842e-07j),9.994349201589514e-08,-1.0004374195961842e-07
78,"(3,)",9,1,(0.17804+6.0174e-09j),(-0.038924-0.15676j),(-0.016548-0.085996j),(-0.14333+0.41374j),-0.3,2.83e-07,3.0,0.051609,0.002804733112000019,0.09202756408999999,32.81152267082422,-8.489999999999999e-08,0.154827,0.5762743641483719,(-0.17320790463381927+0.0999997316458774j),-0.17320790463381927,0.0999997316458774
79,"(3,)",9,2,(1.0996e-09-6.7254e-12j),(0.0055289+0.0054676j),(3.7638e-09-1.5855e-09j),(0.026743+0.010906j),,,,,-3.02316924849994e-05,0.00041706444249999165,-13.795603494807112,,,,(9.99411984156381e-08-1.0004332759678978e-07j),9.99411984156381e-08,-1.0004332759678978e-07
80,"(3,)",9,3,(-3.4341e-10+1.5407e-09j),(-0.0094167+0.0059884j),(6.1019e-11+5.399e-09j),(-0.026705+0.027288j),,,,,-6.226758672499875e-05,0.0007288959844999855,-11.705865327961288,,,,(9.994457556584331e-08-1.0004540056016732e-07j),9.994457556584331e-08,-1.0004540056016732e-07
