,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Pin,Pout,Gain,Pdc1,Pdc2,PAE,Load Gamma,r,x
10,"(1,)",4,2,(4.3097e-10-4.2338e-10j),(0.0042736+3.6095e-05j),(9.0052e-10-2.1169e-09j),(0.015091-0.0060746j),,,,,-9.132479904512317e-06,0.00013231952307999733,-14.488892881616838,,,,(9.99439366328768e-08-1.0004509724537316e-07j),9.99439366328768e-08,-1.0004509724537316e-07
11,"(1,)",4,3,(6.1736e-11+4.7502e-10j),(-0.0020672+0.0026852j),(5.8746e-10+1.5739e-09j),(-0.0049379+0.010805j),,,,,-5.741807439999885e-06,7.05654407049986e-05,-12.28976092326078,,,,(9.994390047790462e-08-1.0004377474963862e-07j),9.994390047790462e-08,-1.0004377474963862e-07
12,"(1,)",5,1,(0.11233+5.6912e-09j),(-0.049182-0.10453j),(8.0663e-09+4.9875e-08j),(-0.20921+0.28962j),-0.3,5.3536e-08,3.0,0.040526,-0.00036368056199998465,0.06382428424999873,-175.49545100516374,-1.60608e-08,0.12157799999999999,0.5279570712793327,(9.994038340508299e-08-1.0004429118216084e-07j),9.994038340508299e-08,-1.0004429118216084e-07
13,"(1,)",5,2,(4.688e-10-5.6405e-10j),(0.0051634-0.00047548j),(8.2997e-10-2.6649e-09j),(0.01748-0.0091662j),,,,,-1.3443390395199734e-05,0.00019478481121999608,-14.489262417726737,,,,(9.994332139179206e-08-1.0004573955712564e-07j),9.994332139179206e-08,-1.0004573955712564e-07
14,"(1,)",5,3,(4.2498e-12+6.8905e-10j),(-0.0034298+0.0034647j),(5.5801e-10+2.3516e-09j),(-0.0089758+0.014544j),,,,,-1.1883837064999764e-05,0.0001460464608199971,-12.289503804300097,,,,(9.994451107575972e-08-1.0004757580540458e-07j),9.994451107575972e-08,-1.0004757580540458e-07
15,"(1,)",6,1,(0.12604+5.7418e-09j),(-0.050238-0.11885j),(7.6412e-09+5.2378e-08j),(-0.22385+0.3j),-0.3,9.1847e-08,3.0,0.041569,-0.00038154877199998195,0.07005441124999859,-183.60539042699867,-2.75541e-08,0.12470700000000001,0.5648115985630203,(9.994315225938038e-08-1.0004491544420765e-07j),9.994315225938038e-08,-1.0004491544420765e-07
16,"(1,)",6,2,(4.9618e-10-7.2097e-10j),(0.0060823-0.0011212j),(6.9869e-10-3.2549e-09j),(0.019776-0.012772j),,,,,-1.9125731364999616e-05,0.00027710707999999444,-14.48870501794795,,,,(9.994128666795523e-08-1.000429756612498e-07j),9.994128666795523e-08,-1.000429756612498e-07
17,"(1,)",6,3,(-1.0904e-10+9.1183e-10j),(-0.0051017+0.0040123j),(3.4989e-10+3.1986e-09j),(-0.014253+0.017736j),,,,,-2.106294708999958e-05,0.0002588568524999948,-12.28967871371128,,,,(9.994594875559649e-08-1.0004621152534489e-07j),9.994594875559649e-08,-1.0004621152534489e-07
18,"(1,)",7,1,(0.14142+5.7154e-09j),(-0.05061-0.13481j),(7.1983e-09+5.4578e-08j),(-0.23707+0.30878j),-0.3,1.5262e-07,3.0,0.042524,-0.00036774589999998865,0.07577363664999848,-206.04889585444954,-4.5786e-08,0.127572,0.5968502692597002,(9.994303116900752e-08-1.0004467387536957e-07j),9.994303116900752e-08,-1.0004467387536957e-07
19,"(1,)",7,2,(5.1041e-10-8.7949e-10j),(0.0069556-0.001851j),(5.1612e-10-3.8396e-09j),(0.021789-0.016608j),,,,,-2.5903286179999483e-05,0.00037529309249999254,-14.488242530006284,,,,(9.994030929306274e-08-1.0004090794716665e-07j),9.994030929306274e-08,-1.0004090794716665e-07
20,"(1,)",7,3,(-2.6873e-10+1.1274e-09j),(-0.0069815+0.0042924j),(-2.5309e-11+4.0629e-09j),(-0.020452+0.020179j),,,,,-3.3583020004999326e-05,0.0004127381724999918,-12.290085061991139,,,,(9.994578193273364e-08-1.0004371535201291e-07j),9.994578193273364e-08,-1.0004371535201291e-07
21,"(1,)",8,1,(0.15868+5.6595e-09j),(-0.050268-0.15258j),(6.7712e-09+5.6477e-08j),(-0.24871+0.31614j),-0.3,2.4008e-07,3.0,0.043372,-0.00031409291199998787,0.08090058184999836,-257.5689509669721,-7.2024e-08,0.130116,0.6241713145347102,(9.994102179624806e-08-1.0004280233739752e-07j),9.994102179624806e-08,-1.0004280233739752e-07
22,"(1,)",8,2,(5.0959e-10-1.0388e-09j),(0.0077457-0.0026529j),(2.8048e-10-4.3978e-09j),(0.023404-0.020576j),,,,,-3.3516873449999335e-05,0.0004855594959999903,-14.487016419486464,,,,(9.993985033710472e-08-1.0004433598802483e-07j),9.993985033710472e-08,-1.0004433598802483e-07
23,"(1,)",8,3,(-4.6716e-10+1.3312e-09j),(-0.0089943+0.004328j),(-5.3823e-10+4.9191e-09j),(-0.027299+0.021892j),,,,,-4.981450824499901e-05,0.0006122475324999878,-12.290546550993056,,,,(9.994493360412194e-08-1.0004415962264413e-07j),9.994493360412194e-08,-1.0004415962264413e-07
24,"(1,)",9,1,(0.17804+5.4672e-09j),(-0.049163-0.17231j),(6.4052e-09+5.8064e-08j),(-0.25847+0.32223j),-0.3,3.4547e-07,3.0,0.044095,-0.00020474753449998065,0.08531945689999829,-416.70566196735496,-1.03641e-07,0.132285,0.6465147555240447,(9.994443996513532e-08-1.0004605219187698e-07j),9.994443996513532e-08,-1.0004605219187698e-07
25,"(1,)",9,2,(4.834e-10-1.1965e-09j),(0.008397-0.0035617j),(-3.6973e-11-4.9091e-09j),(0.024375-0.02472j),,,,,-4.1597657944999164e-05,0.000602609512499988,-14.486621177008674,,,,(9.994178039547625e-08-1.0004263337943909e-07j),9.994178039547625e-08,-1.0004263337943909e-07
26,"(1,)",9,3,(-6.9441e-10+1.522e-09j),(-0.011082+0.004142j),(-1.1641e-09+5.7486e-09j),(-0.034577+0.022907j),,,,,-6.998344399999859e-05,0.0008601497889999826,-12.290761069146582,,,,(9.994437486282985e-08-1.0004263542288679e-07j),9.994437486282985e-08,-1.0004263542288679e-07
27,"(2,)",1,1,(0.070879+3.8656e-09j),(-0.027381-0.059543j),(0.045444-0.022646j),(-0.14016+0.21167j),-0.3,1.3891e-09,3.0,0.037549,0.0003643723155000067,0.030935508024,84.90081904699323,-4.1673e-10,0.112647,0.271388813803297,(-0.17320528400011456-0.10000258607523006j),-0.17320528400011456,-0.10000258607523006
28,"(2,)",1,2,(4.2369e-10-6.842e-11j),(0.0024618+0.0017755j),(1.391e-09-8.5708e-10j),(0.01124+0.0026757j),,,,,-4.606429744999908e-06,6.674848524499867e-05,-14.4902861738967,,,,(9.993897985122732e-08-1.0004330323736022e-07j),9.993897985122732e-08,-1.0004330323736022e-07
29,"(2,)",1,3,(1.9049e-11+1.0793e-10j),(-0.00044372+0.00063466j),(1.5061e-10+3.5312e-10j),(-0.0010139+0.0025183j),,,,,-2.99840376999994e-07,3.6849140499999263e-06,-12.289585835199238,,,,(9.994244194108138e-08-1.0004433224161634e-07j),9.994244194108138e-08,-1.0004433224161634e-07
30,"(2,)",2,1,(0.079527+4.2442e-09j),(-0.030096-0.067227j),(0.050325-0.024736j),(-0.15607+0.23293j),-0.3,5.6171e-09,3.0,0.038825,0.0004496524920000102,0.037734877239499996,83.92008920412952,-1.68513e-09,0.116475,0.32011354151105376,(-0.17319993167445624-0.10000294793958539j),-0.17319993167445624,-0.10000294793958539
31,"(2,)",2,2,(5.4645e-10-8.8458e-11j),(0.0031708+0.0022914j),(1.7939e-09-1.103e-09j),(0.014484+0.0034621j),,,,,-7.652243299999848e-06,0.00011088619620499779,-14.490678335462752,,,,(9.994098480492647e-08-1.0004181741874731e-07j),9.994098480492647e-08,-1.0004181741874731e-07
32,"(2,)",2,3,(2.8871e-11+1.6429e-10j),(-0.00067769+0.00096554j),(2.2844e-10+5.3833e-10j),(-0.0015515+0.0038333j),,,,,-6.957656138499861e-07,8.550670569999828e-06,-12.28958488288189,,,,(9.994278898994001e-08-1.000446709409365e-07j),9.994278898994001e-08,-1.000446709409365e-07
33,"(2,)",3,1,(0.089231+4.5855e-09j),(-0.032752-0.076101j),(0.055388-0.026672j),(-0.17316+0.25396j),-0.3,1.5035e-08,3.0,0.040477,0.0005490578280000109,0.04535042053600001,82.59680169062102,-4.510499999999999e-09,0.121431,0.3689450198713673,(-0.17320698095354442-0.0999979491970556j),-0.17320698095354442,-0.0999979491970556
34,"(2,)",3,2,(7.0471e-10-1.1308e-10j),(0.0040913+0.0029618j),(2.3173e-09-1.4221e-09j),(0.018696+0.0044857j),,,,,-1.2755497464999746e-05,0.00018483096024499631,-14.490298065768146,,,,(9.994301490677731e-08-1.0004355915529156e-07j),9.994301490677731e-08,-1.0004355915529156e-07
35,"(2,)",3,3,(4.3523e-11+2.5638e-10j),(-0.0010645+0.0015j),(3.5184e-10+8.4121e-10j),(-0.0024501+0.0059644j),,,,,-1.691580124999966e-06,2.0788528684999586e-05,-12.289414126924672,,,,(9.994141006713578e-08-1.0004467319520647e-07j),9.994141006713578e-08,-1.0004467319520647e-07
36,"(2,)",4,1,(0.10012+4.8865e-09j),(-0.03521-0.086361j),(0.060502-0.028339j),(-0.19113+0.27397j),-0.3,3.0383e-08,3.0,0.042468,0.0006630239895000127,0.0535633234375,80.78640333646474,-9.1149e-09,0.127404,0.41521694332987963,(-0.17320317145161604-0.10000247414115646j),-0.17320317145161604,-0.10000247414115646
37,"(2,)",4,2,(8.8636e-10-1.38e-10j),(0.0051264+0.003741j),(2.9184e-09-1.7757e-09j),(0.023469+0.0057257j),,,,,-2.0137528979999595e-05,0.00029178880074499415,-14.48980165514826,,,,(9.994352758070931e-08-1.000445973781954e-07j),9.994352758070931e-08,-1.000445973781954e-07
38,"(2,)",4,3,(5.7094e-11+3.911e-10j),(-0.0016683+0.0022418j),(5.0554e-10+1.2898e-09j),(-0.0039262+0.0089753j),,,,,-3.904446064999922e-06,4.798552826499905e-05,-12.28997083482571,,,,(9.994149422541528e-08-1.000445995819444e-07j),9.994149422541528e-08,-1.000445995819444e-07
39,"(2,)",5,1,(0.11233+5.1549e-09j),(-0.037346-0.098143j),(0.065544-0.029719j),(-0.20952+0.29255j),-0.3,5.2592e-08,3.0,0.044588,0.0007956283675000135,0.06215244900149999,78.11743716075952,-1.57776e-08,0.133764,0.458694571289734,(-0.17320324759266315-0.09999813899977858j),-0.17320324759266315,-0.09999813899977858
40,"(2,)",5,2,(1.0515e-09-1.5615e-10j),(0.0060355+0.0044852j),(3.4761e-09-2.0739e-09j),(0.027748+0.0070256j),,,,,-2.8272139644999438e-05,0.0004096552796799917,-14.489716194948423,,,,(9.994309242634878e-08-1.0004541553086912e-07j),9.994309242634878e-08,-1.0004541553086912e-07
41,"(2,)",5,3,(5.3244e-11+5.6851e-10j),(-0.0025781+0.0031068j),(6.308e-10+1.8994e-09j),(-0.0063499+0.012649j),,,,,-8.149402924999837e-06,0.000100159215504998,-12.290374696990455,,,,(9.994084707562725e-08-1.0004066604834576e-07j),9.994084707562725e-08,-1.0004066604834576e-07
42,"(2,)",6,1,(0.12604+5.3436e-09j),(-0.038981-0.1116j),(0.070327-0.030782j),(-0.22757+0.30911j),-0.3,8.1975e-08,3.0,0.046672,0.0009560016195000152,0.0707218392735,73.9766940044382,-2.45925e-08,0.140016,0.4982704666181006,(-0.17320376150753128-0.10000006468160563j),-0.17320376150753128,-0.10000006468160563
43,"(2,)",6,2,(1.1729e-09-1.6572e-10j),(0.0066954+0.0050399j),(3.8881e-09-2.2873e-09j),(0.030875+0.0080202j),,,,,-3.511448658499929e-05,0.0005087946165199898,-14.489592928786946,,,,(9.99425708703448e-08-1.0004402937309601e-07j),9.99425708703448e-08,-1.0004402937309601e-07
44,"(2,)",6,3,(9.6062e-12+7.8848e-10j),(-0.0038958+0.0039965j),(6.5949e-10+2.6871e-09j),(-0.010147+0.016729j),,,,,-1.557463494499969e-05,0.00019141052499999618,-12.28988837786207,,,,(9.99439578100525e-08-1.0004311912837604e-07j),9.99439578100525e-08,-1.0004311912837604e-07
45,"(2,)",7,1,(0.14142+5.4581e-09j),(-0.03998-0.12688j),(0.074712-0.03154j),(-0.24466+0.32335j),-0.3,1.2732e-07,3.0,0.048653,0.0011513408000000114,0.078918541778,68.54490154261816,-3.8196e-08,0.145959,0.5328016838838303,(-0.17320631018485425-0.1000010643271178j),-0.17320631018485425,-0.1000010643271178
46,"(2,)",7,2,(1.243e-09-1.8482e-10j),(0.007135+0.0053017j),(4.109e-09-2.4517e-09j),(0.032801+0.0083037j),,,,,-3.9508123944999204e-05,0.0005724285173449884,-14.488881277731345,,,,(9.994359491443621e-08-1.0004577997899469e-07j),9.994359491443621e-08,-1.0004577997899469e-07
47,"(2,)",7,3,(-8.6182e-11+1.0399e-09j),(-0.0056369+0.0047663j),(5.267e-10+3.6215e-09j),(-0.015486+0.020734j),,,,,-2.724612864999946e-05,0.00033485747599999326,-12.290093770808056,,,,(9.994058606593572e-08-1.0004726130110353e-07j),9.994058606593572e-08,-1.0004726130110353e-07
48,"(2,)",8,1,(0.15868+5.4929e-09j),(-0.040261-0.14411j),(0.078618-0.032079j),(-0.26023+0.33545j),-0.3,1.9769e-07,3.0,0.050447,0.0013953510895000128,0.08651825161750001,62.004646908257,-5.9306999999999996e-08,0.151341,0.5624576322873511,(-0.17320551431244086-0.09999919216119692j),-0.17320551431244086,-0.09999919216119692
49,"(2,)",8,2,(1.2623e-09-2.1407e-10j),(0.0073832+0.0052433j),(4.131e-09-2.587e-09j),(0.033588+0.007738j),,,,,-4.100191856499919e-05,0.0005940151939999881,-14.487497531568247,,,,(9.994173819062278e-08-1.0004612272594494e-07j),9.994173819062278e-08,-1.0004612272594494e-07
50,"(2,)",8,3,(-2.4312e-10+1.3026e-09j),(-0.0077312+0.005305j),(2.0403e-10+4.6439e-09j),(-0.022213+0.02423j),,,,,-4.3957239219999115e-05,0.0005402551344999892,-12.290470104277857,,,,(9.994313030448393e-08-1.0004402614335541e-07j),9.994313030448393e-08,-1.0004402614335541e-07
51,"(2,)",9,1,(0.17804+5.3961e-09j),(-0.039676-0.16344j),(0.081898-0.032451j),(-0.2735+0.34526j),-0.3,2.9733e-07,3.0,0.052014,0.0017057115120000174,0.0931231838975,54.59492020916785,-8.919899999999999e-08,0.156042,0.5858517090623038,(-0.17320603985106545-0.10000042895421885j),-0.17320603985106545,-0.10000042895421885
52,"(2,)",9,2,(1.23e-09-2.5024e-10j),(0.0074067+0.0048848j),(3.9575e-09-2.6725e-09j),(0.033149+0.0064424j),,,,,-3.9360237964999217e-05,0.0005701803593799885,-14.486202036863114,,,,(9.994193207911265e-08-1.0004422164247718e-07j),9.994193207911265e-08,-1.0004422164247718e-07
53,"(2,)",9,3,(-4.5426e-10+1.5595e-09j),(-0.010079+0.0055325j),(-3.1609e-10+5.6914e-09j),(-0.030053+0.026863j),,,,,-6.609739862499868e-05,0.0008124017889999838,-12.290979764712336,,,,(9.99428688911959e-08-1.0004441197137738e-07j),9.99428688911959e-08,-1.0004441197137738e-07
54,"(3,)",1,1,(0.070879+2.8992e-09j),(-0.029105-0.070946j),(0.0054314-0.051431j),(-0.1521+0.20913j),-0.3,5.0646e-09,3.0,0.038764,-0.00042830164999999596,0.03209755951652,-74.94147995115195,-1.51938e-09,0.116292,0.2796913043590272,(-0.17320055844250293+0.0999971545885559j),-0.17320055844250293,0.0999971545885559
55,"(3,)",1,2,(5.0781e-10-2.1945e-10j),(0.0036365+0.0014411j),(1.4674e-09-1.5101e-09j),(0.014889-0.00020596j),,,,,-7.650450729999845e-06,0.00011086237026079775,-14.4909593138181,,,,(9.993985670643416e-08-1.000413988254915e-07j),9.993985670643416e-08,-1.000413988254915e-07
56,"(3,)",1,3,(7.0456e-11+1.3457e-10j),(-0.00032089+0.001025j),(3.4703e-10+4.0383e-10j),(-0.00028589+0.0037544j),,,,,-5.767976960499886e-07,7.088626226049859e-06,-12.289622990164506,,,,(9.994369149363057e-08-1.000433896124851e-07j),9.994369149363057e-08,-1.000433896124851e-07
57,"(3,)",2,1,(0.079527+3.1246e-09j),(-0.031655-0.080015j),(0.0065146-0.056402j),(-0.16921+0.22794j),-0.3,1.3566e-08,3.0,0.040421,-0.0005399477604999953,0.038682521041420004,-71.64122878405816,-4.0698e-09,0.121263,0.3234495996463884,(-0.17320806689548982+0.09999972360878227j),-0.17320806689548982,0.09999972360878227
58,"(3,)",2,2,(6.6198e-10-2.884e-10j),(0.004749+0.0018701j),(1.9104e-09-1.9745e-09j),(0.019426-0.00031068j),,,,,-1.3025137504999737e-05,0.00018873299903119622,-14.489904537188227,,,,(9.994242727463786e-08-1.0004374995852547e-07j),9.994242727463786e-08,-1.0004374995852547e-07
59,"(3,)",2,3,(1.0078e-10+2.0551e-10j),(-0.00052354+0.0015316j),(5.0703e-10+6.2196e-10j),(-0.00057759+0.005645j),,,,,-1.3099463457999737e-06,1.609981760404968e-05,-12.290440486871734,,,,(9.994239753034428e-08-1.000453019290614e-07j),9.994239753034428e-08,-1.000453019290614e-07
60,"(3,)",3,1,(0.089231+3.2957e-09j),(-0.034057-0.090329j),(0.0078573-0.061385j),(-0.18749+0.24616j),-0.3,2.7558e-08,3.0,0.042478,-0.0006785180644999942,0.045958695155854996,-67.7339301050479,-8.2674e-09,0.127434,0.3659715085483858,(-0.1732028598395494+0.10000204822602014j),-0.1732028598395494,0.10000204822602014
61,"(3,)",3,2,(8.5014e-10-3.7446e-10j),(0.0061175+0.0023865j),(2.4498e-09-2.5481e-09j),(0.024991-0.00047922j),,,,,-2.155959424999957e-05,0.0003123898664041937,-14.489598588071757,,,,(9.994570726760368e-08-1.0004417663011559e-07j),9.994570726760368e-08,-1.0004417663011559e-07
62,"(3,)",3,3,(1.3318e-10+3.0701e-10j),(-0.00087037+0.0021991j),(6.9686e-10+9.4294e-10j),(-0.0012346+0.0081989j),,,,,-2.7967923734499437e-06,3.4373099184999316e-05,-12.29018625454805,,,,(9.994337974910189e-08-1.0004392011589861e-07j),9.994337974910189e-08,-1.0004392011589861e-07
63,"(3,)",4,1,(0.10012+3.4371e-09j),(-0.036272-0.10195j),(0.0093789-0.066366j),(-0.20653+0.26393j),-0.3,4.7425e-08,3.0,0.044756,-0.0008427230419999947,0.053910638039395,-63.9719520561007,-1.42275e-08,0.134268,0.4077915890710742,(-0.17320242371566796+0.09999847145075172j),-0.17320242371566796,0.09999847145075172
64,"(3,)",4,2,(1.0451e-09-4.6556e-10j),(0.0075506+0.0028972j),(2.9996e-09-3.155e-09j),(0.030776-0.00076134j),,,,,-3.2702664099999344e-05,0.00047387090729779054,-14.490284517761966,,,,(9.9940422424451e-08-1.0004260978656642e-07j),9.9940422424451e-08,-1.0004260978656642e-07
65,"(3,)",4,3,(1.4512e-10+4.3582e-10j),(-0.0014498+0.0029056j),(8.421e-10+1.372e-09j),(-0.0026553+0.01107j),,,,,-5.272215699999895e-06,6.47977590449987e-05,-12.29042261017507,,,,(9.994181944629626e-08-1.0004295511976067e-07j),9.994181944629626e-08,-1.0004295511976067e-07
66,"(3,)",5,1,(0.11233+3.5598e-09j),(-0.038135-0.11499j),(0.011021-0.071168j),(-0.22564+0.28061j),-0.3,7.339e-08,3.0,0.047095,-0.0010294747124999937,0.06223451751750001,-60.452691806648325,-2.2016999999999998e-08,0.141285,0.4477757173797644,(-0.17320708655165679+0.10000159299210945j),-0.17320708655165679,0.10000159299210945
67,"(3,)",5,2,(1.2214e-09-5.6719e-10j),(0.0089419+0.0032776j),(3.476e-09-3.7681e-09j),(0.036224-0.001442j),,,,,-4.5350118684999076e-05,0.0006571287699999869,-14.490122386765709,,,,(9.994100867018804e-08-1.000437573293283e-07j),9.994100867018804e-08,-1.000437573293283e-07
68,"(3,)",5,3,(1.2197e-10+5.9413e-10j),(-0.0023641+0.0035791j),(8.8563e-10+1.9333e-09j),(-0.0052457+0.014093j),,,,,-9.199462809999815e-06,0.00011306500874499773,-12.29039250227699,,,,(9.99435982000905e-08-1.000428675993908e-07j),9.99435982000905e-08,-1.000428675993908e-07
69,"(3,)",6,1,(0.12604+3.5846e-09j),(-0.039479-0.12953j),(0.01267-0.075624j),(-0.24392+0.29579j),-0.3,1.0632e-07,3.0,0.049321,-0.0012252653704999932,0.070554586112,-57.58310633002615,-3.1895999999999997e-08,0.14796299999999998,0.4851202765725215,(-0.17320577027659143+0.09999780751839542j),-0.17320577027659143,0.09999780751839542
70,"(3,)",6,2,(1.366e-09-6.8002e-10j),(0.010231+0.0034191j),(3.8127e-09-4.3798e-09j),(0.040967-0.0028151j),,,,,-5.818180290499884e-05,0.0008431099385049832,-14.4909558729495,,,,(9.994215948801829e-08-1.0004278631155025e-07j),9.994215948801829e-08,-1.0004278631155025e-07
71,"(3,)",6,3,(4.4176e-11+7.8014e-10j),(-0.0036856+0.0041238j),(7.682e-10+2.6321e-09j),(-0.0093287+0.016998j),,,,,-1.5294686899999696e-05,0.00018797832384499622,-12.290432950608487,,,,(9.99427159776737e-08-1.0004327653494085e-07j),9.99427159776737e-08,-1.0004327653494085e-07
72,"(3,)",7,1,(0.14142+3.5923e-09j),(-0.040162-0.14567j),(0.014224-0.0796j),(-0.26059+0.30912j),-0.3,1.5743e-07,3.0,0.051349,-0.0014165593719999946,0.078461920162,-55.38907984578306,-4.7229e-08,0.154047,0.5185331719150649,(-0.17320556643871252+0.09999883073972597j),-0.17320556643871252,0.09999883073972597
73,"(3,)",7,2,(1.4713e-09-8.1373e-10j),(0.011421+0.0032866j),(3.9924e-09-4.9985e-09j),(0.04496-0.005008j),,,,,-7.062049027999859e-05,0.0010232408319999797,-14.489290968428548,,,,(9.994264576025051e-08-1.0004419995624257e-07j),9.994264576025051e-08,-1.0004419995624257e-07
74,"(3,)",7,3,(-9.7385e-11+9.832e-10j),(-0.005397+0.0044319j),(4.4892e-10+3.4329e-09j),(-0.014931+0.019403j),,,,,-2.438467330499951e-05,0.000299705584999994,-12.290736121469644,,,,(9.994097070296505e-08-1.000432218505371e-07j),9.994097070296505e-08,-1.000432218505371e-07
75,"(3,)",8,1,(0.15868+3.5287e-09j),(-0.040092-0.16359j),(0.015644-0.083024j),(-0.2753+0.3204j),-0.3,2.3345e-07,3.0,0.053086,-0.0015948570820000004,0.085654265344,-53.70654606655218,-7.003499999999999e-08,0.159258,0.5478476586796267,(-0.1732044399924347+0.09999744797102768j),-0.1732044399924347,0.09999744797102768
76,"(3,)",8,2,(1.5348e-09-9.6844e-10j),(0.012521+0.0028307j),(3.9928e-09-5.6393e-09j),(0.048168-0.0082087j),,,,,-8.239415174499833e-05,0.0011937694898449761,-14.488522116710095,,,,(9.99424572079582e-08-1.0004364622813971e-07j),9.99424572079582e-08,-1.0004364622813971e-07
77,"(3,)",8,3,(-2.9101e-10+1.1907e-09j),(-0.0074003+0.0044924j),(-5.104e-11+4.2915e-09j),(-0.021725+0.021193j),,,,,-3.747304892499925e-05,0.0004605594369999908,-12.290418052765906,,,,(9.994215306894253e-08-1.0004262140436827e-07j),9.994215306894253e-08,-1.0004262140436827e-07
78,"(3,)",9,1,(0.17804+3.3897e-09j),(-0.039054-0.18343j),(0.016809-0.085681j),(-0.28699+0.32899j),-0.3,3.3294e-07,3.0,0.05445,-0.001736769107999997,0.091486951979,-52.67651961195533,-9.988200000000001e-08,0.16335,0.5706992414263851,(-0.17320361436382264+0.09999910418636876j),-0.17320361436382264,0.09999910418636876
79,"(3,)",9,2,(1.5434e-09-1.1306e-09j),(0.013376+0.0020585j),(3.7852e-09-6.2234e-09j),(0.050052-0.012167j),,,,,-9.157739912499817e-05,0.0013266192964999737,-14.48631768510056,,,,(9.9944625748929e-08-1.00043429603468e-07j),9.9944625748929e-08,-1.00043429603468e-07
80,"(3,)",9,3,(-5.3554e-10+1.3956e-09j),(-0.0096533+0.0042935j),(-7.2561e-10+5.1872e-09j),(-0.029577+0.022294j),,,,,-5.5810171569998886e-05,0.0006859106824999862,-12.290065828586377,,,,(9.994362769674461e-08-1.0004587226996569e-07j),9.994362769674461e-08,-1.0004587226996569e-07
