,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Pin,Pout,Gain,Pdc1,Pdc2,PAE,Load Gamma,r,x
416,"(16,)",4,3,(-2.5333e-10+7.3401e-10j),(-0.0049363+0.0024008j),(-2.8467e-10+2.7063e-09j),(-0.014962+0.012101j),,,,,-1.50654491649997e-05,0.0001851478224999963,-12.28956538050885,,,,(9.994222006040606e-08-1.0004673138945504e-07j),9.994222006040606e-08,-1.0004673138945504e-07
417,"(16,)",5,1,(0.11233+7.7779e-09j),(-0.065284-0.099852j),(-0.06945+0.10618j),(-0.17362+0.26544j),-0.3,6.3875e-08,3.0,0.026633,-0.0008071968299999694,0.04225240155,-52.34460788207208,-1.9162499999999997e-08,0.079899,0.5389253730334543,(0.4000140056442846-1.6262053974359943e-06j),0.4000140056442846,-1.6262053974359943e-06
418,"(16,)",5,2,(-1.1355e-09-8.7989e-10j),(-0.0012807-0.010081j),(-5.2762e-09-1.4452e-09j),(-0.019139-0.033619j),,,,,-5.163337674499897e-05,0.0007482692409999851,-14.491967951184984,,,,(9.994221491726396e-08-1.0004479457147697e-07j),9.994221491726396e-08,-1.0004479457147697e-07
419,"(16,)",5,3,(-3.4202e-10+8.8727e-10j),(-0.0061447+0.0027225j),(-4.6623e-10+3.299e-09j),(-0.018835+0.014155j),,,,,-2.258467216999955e-05,0.00027756062499999446,-12.28977878938147,,,,(9.993994474180189e-08-1.0004513311281093e-07j),9.993994474180189e-08,-1.0004513311281093e-07
420,"(16,)",6,1,(0.12604+7.6746e-09j),(-0.06547-0.11489j),(-0.073577+0.10749j),(-0.18394+0.26872j),-0.3,1.2237e-07,3.0,0.026056,-0.0007999756999999674,0.0445383434855,-55.67462047347416,-3.6711e-08,0.078168,0.5800112473838396,(0.4000068026247354-9.350803581333096e-07j),0.4000068026247354,-9.350803581333096e-07
421,"(16,)",6,2,(-1.1962e-09-1.1641e-09j),(-0.00016411-0.011805j),(-5.9024e-09-2.3561e-09j),(-0.017712-0.041304j),,,,,-6.969247854604861e-05,0.00100986767999998,-14.490339575636128,,,,(9.994361994038664e-08-1.0004354550687274e-07j),9.994361994038664e-08,-1.0004354550687274e-07
422,"(16,)",6,3,(-4.4242e-10+1.0464e-09j),(-0.0074528+0.003038j),(-6.7658e-10+3.9322e-09j),(-0.023053+0.016267j),,,,,-3.238683591999935e-05,0.000398028048999992,-12.289809661653418,,,,(9.99455896888312e-08-1.0004706947172961e-07j),9.99455896888312e-08,-1.0004706947172961e-07
423,"(16,)",7,1,(0.14142+7.4901e-09j),(-0.06499-0.13144j),(-0.077174+0.10848j),(-0.19293+0.2712j),-0.3,1.9773e-07,3.0,0.025694,-0.0007502786499999758,0.046523844111999994,-62.0087538303289,-5.9319e-08,0.07708200000000001,0.6132965252847612,(0.40000348338933395+4.896569674841351e-06j),0.40000348338933395,4.896569674841351e-06
424,"(16,)",7,2,(-1.2223e-09-1.4262e-09j),(0.0010262-0.013235j),(-6.3677e-09-3.243e-09j),(-0.0156-0.048064j),,,,,-8.810915571999826e-05,0.0012767540479999746,-14.490594508218491,,,,(9.994394472442666e-08-1.0004524097659253e-07j),9.994394472442666e-08,-1.0004524097659253e-07
425,"(16,)",7,3,(-5.7384e-10+1.2104e-09j),(-0.0089238+0.0031808j),(-1.0023e-09+4.5885e-09j),(-0.027965+0.017918j),,,,,-4.487584753999911e-05,0.000551547974499989,-12.290530535571024,,,,(9.994240537275331e-08-1.000440543726446e-07j),9.994240537275331e-08,-1.000440543726446e-07
426,"(16,)",8,1,(0.15868+7.278e-09j),(-0.06389-0.14958j),(-0.080165+0.10938j),(-0.20041+0.27346j),-0.3,2.8698e-07,3.0,0.025455,-0.0006383830499999722,0.0482770640375,-75.62397535069594,-8.609399999999999e-08,0.07636499999999999,0.6405479877889082,(0.39999222729498646+9.353206361964561e-06j),0.39999222729498646,9.353206361964561e-06
427,"(16,)",8,2,(-1.2294e-09-1.6544e-09j),(0.0021139-0.01443j),(-6.7374e-09-4.0304e-09j),(-0.013508-0.053849j),,,,,-0.00010634673660499789,0.0015410904324999694,-14.491186863815283,,,,(9.994280747700378e-08-1.0004591648128347e-07j),9.994280747700378e-08,-1.0004591648128347e-07
428,"(16,)",8,3,(-7.3672e-10+1.3581e-09j),(-0.010479+0.0031081j),(-1.4408e-09+5.2237e-09j),(-0.033334+0.018899j),,,,,-5.9734863304998805e-05,0.0007341638784999855,-12.290375132381834,,,,(9.994385299902764e-08-1.000438327884855e-07j),9.994385299902764e-08,-1.000438327884855e-07
429,"(16,)",9,1,(0.17804+7.0516e-09j),(-0.062188-0.16953j),(-0.082607+0.11026j),(-0.20652+0.27564j),-0.3,3.9242e-07,3.0,0.025291,-0.0004547633219999757,0.04982336797550001,-109.55889704645678,-1.17726e-07,0.075873,0.662661701758201,(0.4000075533651774-9.287189727336334e-06j),0.4000075533651774,-9.287189727336334e-06
430,"(16,)",9,2,(-1.2433e-09-1.8517e-09j),(0.0030376-0.015477j),(-7.0672e-09-4.7056e-09j),(-0.011779-0.058874j),,,,,-0.0001243822713799975,0.0018024463584999642,-14.4911838198657,,,,(9.994251465542295e-08-1.000437734802081e-07j),9.994251465542295e-08,-1.000437734802081e-07
431,"(16,)",9,3,(-9.1982e-10+1.488e-09j),(-0.012043+0.0028458j),(-1.9613e-09+5.8129e-09j),(-0.038884+0.019239j),,,,,-7.656621331999846e-05,0.0009410522884999812,-12.290699091608154,,,,(9.994002171750736e-08-1.0004510652651158e-07j),9.994002171750736e-08,-1.0004510652651158e-07
432,"(17,)",1,1,(0.070879+7.6807e-09j),(-0.051622-0.045696j),(0.0033248+0.10423j),(-0.12309+0.22982j),-0.3,9.0117e-12,3.0,0.032329,0.00013543867050002907,0.02854671665248,210.77227461763863,-2.70351e-12,0.09698699999999999,0.2929390328804889,(0.34640944502127724-0.20000147327329656j),0.34640944502127724,-0.20000147327329656
433,"(17,)",1,2,(-1.8788e-10+2.9428e-11j),(-0.0010873-0.00079214j),(-6.1834e-10+3.7691e-10j),(-0.0049759-0.0012098j),,,,,-9.04853534799982e-07,1.3111598424999738e-05,-14.49029917079128,,,,(9.994251665772781e-08-1.000463145667154e-07j),9.994251665772781e-08,-1.000463145667154e-07
434,"(17,)",1,3,(8.6981e-11+2.0866e-10j),(-0.00060994+0.0014773j),(4.6149e-10+6.4404e-10j),(-0.00091566+0.0055276j),,,,,-1.2772210467999743e-06,1.569639749779968e-05,-12.289491734517192,,,,(9.994100783443272e-08-1.0004377726928083e-07j),9.994100783443272e-08,-1.0004377726928083e-07
435,"(17,)",2,1,(0.079527+8.1113e-09j),(-0.05514-0.053577j),(0.0017781+0.11175j),(-0.13584+0.24416j),-0.3,2.4349e-10,3.0,0.031179,0.0002068146000000332,0.03278769353019499,158.53664842902643,-7.3047e-11,0.093537,0.34832076002218326,(0.3464136905689074-0.20001202378309466j),0.3464136905689074,-0.20001202378309466
436,"(17,)",2,2,(-3.7891e-10+4.2765e-11j),(-0.0021081-0.0016793j),(-1.2702e-09+7.0112e-10j),(-0.0098558-0.0028506j),,,,,-3.6320670499999276e-06,5.2631356999998944e-05,-14.490744877631043,,,,(9.994255409375062e-08-1.0004426273865597e-07j),9.994255409375062e-08,-1.0004426273865597e-07
437,"(17,)",2,3,(9.2553e-11+3.6728e-10j),(-0.0013734+0.0023003j),(6.0744e-10+1.1811e-09j),(-0.0028728+0.0089416j),,,,,-3.588803824999928e-06,4.4102595199999115e-05,-12.288940089947658,,,,(9.994729434879153e-08-1.0004569508870989e-07j),9.994729434879153e-08,-1.0004569508870989e-07
438,"(17,)",3,1,(0.089231+8.434e-09j),(-0.058047-0.062921j),(-0.00016265+0.11842j),(-0.14838+0.25618j),-0.3,4.1645e-09,3.0,0.029706,0.0003168324555000361,0.036810746972488755,116.18363691432036,-1.2493499999999998e-09,0.089118,0.4095010493613941,(0.34640918556863254-0.2000060307388309j),0.34640918556863254,-0.2000060307388309
439,"(17,)",3,2,(-6.1355e-10+2.2838e-11j),(-0.0031817-0.0029496j),(-2.1234e-09+9.7253e-10j),(-0.015478-0.0057628j),,,,,-9.41167752499981e-06,0.00013638917391999727,-14.491483963163095,,,,(9.994007783928074e-08-1.0004294356972524e-07j),9.994007783928074e-08,-1.0004294356972524e-07
440,"(17,)",3,3,(5.9933e-11+5.5807e-10j),(-0.0024912+0.0030911j),(6.4699e-10+1.8587e-09j),(-0.0060654+0.012526j),,,,,-7.88048832499984e-06,9.684487657999808e-05,-12.289197393106985,,,,(9.994242203411356e-08-1.0004636488948687e-07j),9.994242203411356e-08,-1.0004636488948687e-07
441,"(17,)",4,1,(0.10012+8.6545e-09j),(-0.06027-0.073837j),(-0.0024456+0.12418j),(-0.16052+0.26579j),-0.3,1.6041e-08,3.0,0.028098,0.0004698194655000376,0.04049217057032001,86.18666007638367,-4.8123e-09,0.08429400000000001,0.4747947790450087,(0.3464166103171978-0.20001201808990773j),0.3464166103171978,-0.20001201808990773
442,"(17,)",4,2,(-8.5612e-10-3.7486e-11j),(-0.0040966-0.0044704j),(-3.0684e-09+1.1133e-09j),(-0.020905-0.0097866j),,,,,-1.8383303859999635e-05,0.0002663982822799947,-14.491316920439566,,,,(9.994336255522798e-08-1.0004332513671343e-07j),9.994336255522798e-08,-1.0004332513671343e-07
443,"(17,)",4,3,(-9.9243e-12+7.6269e-10j),(-0.0038628+0.0037622j),(5.6957e-10+2.6118e-09j),(-0.01022+0.015902j),,,,,-1.4537686339999711e-05,0.0001786610019999964,-12.289507272448137,,,,(9.994301442460287e-08-1.0004952882778526e-07j),9.994301442460287e-08,-1.0004952882778526e-07
444,"(17,)",5,1,(0.11233+8.7537e-09j),(-0.061691-0.086513j),(-0.0050903+0.12886j),(-0.1721+0.27263j),-0.3,4.5624e-08,3.0,0.026706,0.0006638751250000376,0.043657358072954996,65.76140064436444,-1.36872e-08,0.080118,0.536627012006727,(0.34640396276638624-0.19999934707147077j),0.34640396276638624,-0.19999934707147077
445,"(17,)",5,2,(-1.061e-09-1.4141e-10j),(-0.0045943-0.0060122j),(-3.9377e-09+1.0423e-09j),(-0.024894-0.01449j),,,,,-2.862707066499942e-05,0.00041483566799999165,-14.491027491233533,,,,(9.994581372400214e-08-1.0004478351654179e-07j),9.994581372400214e-08,-1.0004478351654179e-07
446,"(17,)",5,3,(-1.05e-10+9.7625e-10j),(-0.0054058+0.0043567j),(4.1501e-10+3.4168e-09j),(-0.01502+0.019153j),,,,,-2.4101754264999517e-05,0.00029621890449999406,-12.290346223061535,,,,(9.994048202281432e-08-1.0004260637929679e-07j),9.994048202281432e-08,-1.0004260637929679e-07
447,"(17,)",6,1,(0.12604+8.7201e-09j),(-0.062195-0.10113j),(-0.0080883+0.13234j),(-0.18293+0.2764j),-0.3,9.5923e-08,3.0,0.025977,0.0008952933375000402,0.046140524351554996,51.53676724591165,-2.87769e-08,0.077931,0.5805806548620569,(0.3464249885037454-0.2000116611685606j),0.3464249885037454,-0.2000116611685606
448,"(17,)",6,2,(-1.1763e-09-2.8522e-10j),(-0.004458-0.0073093j),(-4.5544e-09+7.0688e-10j),(-0.026298-0.019252j),,,,,-3.6649815244999276e-05,0.0005311121539999892,-14.491537009111045,,,,(9.994382226093812e-08-1.0004557252139254e-07j),9.994382226093812e-08,-1.0004557252139254e-07
449,"(17,)",6,3,(-2.1639e-10+1.2042e-09j),(-0.0070973+0.0049378j),(2.1585e-10+4.2809e-09j),(-0.020338+0.022475j),,,,,-3.7376768064999245e-05,0.0004593799344999908,-12.29052050998942,,,,(9.99426218952539e-08-1.0004373944852832e-07j),9.99426218952539e-08,-1.0004373944852832e-07
450,"(17,)",7,1,(0.14142+8.58e-09j),(-0.06194-0.11749j),(-0.010967+0.13507j),(-0.19258+0.27872j),-0.3,1.6864e-07,3.0,0.025685,0.0011795763500000358,0.048203857405500004,40.865398331781186,-5.0592e-08,0.077055,0.6102690423139312,(0.3464152554881406-0.2000059195676884j),0.3464152554881406,-0.2000059195676884
451,"(17,)",7,2,(-1.2517e-09-4.2886e-10j),(-0.0041129-0.0084001j),(-5.0255e-09+3.102e-10j),(-0.026668-0.023592j),,,,,-4.373881320999913e-05,0.0006338823439999873,-14.492444981453579,,,,(9.994109853294795e-08-1.000453876027189e-07j),9.994109853294795e-08,-1.000453876027189e-07
452,"(17,)",7,3,(-3.6135e-10+1.416e-09j),(-0.0088845+0.0052718j),(-1.1235e-10+5.1203e-09j),(-0.026178+0.025028j),,,,,-5.336310774499892e-05,0.0006558442339999869,-12.290218124739019,,,,(9.994138844559852e-08-1.0004457674320271e-07j),9.994138844559852e-08,-1.0004457674320271e-07
453,"(17,)",8,1,(0.15868+8.4071e-09j),(-0.061033-0.13554j),(-0.01345+0.13738j),(-0.20084+0.28062j),-0.3,2.5698e-07,3.0,0.025628,0.0015416118555000372,0.05001506154999999,32.44335555124354,-7.7094e-08,0.07688400000000001,0.6304751273932151,(0.3464174292007787-0.20000169795696818j),0.3464174292007787,-0.20000169795696818
454,"(17,)",8,2,(-1.3203e-09-5.5306e-10j),(-0.0038338-0.0093654j),(-5.4479e-09-2.7702e-11j),(-0.027089-0.027393j),,,,,-5.120436979999897e-05,0.0007420951849999851,-14.492809654694744,,,,(9.994472877896384e-08-1.0004370613319638e-07j),9.994472877896384e-08,-1.0004370613319638e-07
455,"(17,)",8,3,(-5.388e-10+1.599e-09j),(-0.010688+0.0052995j),(-5.7383e-10+5.8866e-09j),(-0.032318+0.026549j),,,,,-7.115902212499856e-05,0.0008746512624999825,-12.291501996241074,,,,(9.994176469847605e-08-1.0004474562225881e-07j),9.994176469847605e-08,-1.0004474562225881e-07
456,"(17,)",9,1,(0.17804+8.1986e-09j),(-0.059493-0.1554j),(-0.015401+0.13941j),(-0.2076+0.28258j),-0.3,3.5945e-07,3.0,0.025685,0.002004832275500029,0.0516384387495,25.756986946262504,-1.07835e-07,0.077055,0.6441321974433842,(0.34641721718203644-0.19999721950240915j),0.34641721718203644,-0.19999721950240915
457,"(17,)",9,2,(-1.3991e-09-6.5199e-10j),(-0.003732-0.010246j),(-5.8648e-09-2.5997e-10j),(-0.02801-0.03064j),,,,,-5.9454169999998816e-05,0.0008616848499999828,-14.493261784665398,,,,(9.994287865221257e-08-1.000456908926738e-07j),9.994287865221257e-08,-1.000456908926738e-07
458,"(17,)",9,3,(-7.3606e-10+1.7558e-09j),(-0.012453+0.005088j),(-1.1257e-09+6.5736e-09j),(-0.038513+0.027222j),,,,,-9.04824764999982e-05,0.0011121442264999777,-12.291266436545863,,,,(9.994235369975192e-08-1.0004334244502775e-07j),9.994235369975192e-08,-1.0004334244502775e-07
459,"(18,)",1,1,(0.070879+7.3269e-09j),(-0.042301-0.03996j),(0.054944+0.087306j),(-0.12034+0.22809j),-0.3,3.6246e-12,3.0,0.033786,0.0008188282200000268,0.027932791463999993,34.11312749333319,-1.08738e-12,0.10135799999999999,0.26750688888888857,(0.20000468884640676-0.34640959382601866j),0.20000468884640676,-0.34640959382601866
460,"(18,)",1,2,(4.614e-11+7.2613e-11j),(-0.00013219+0.00059416j),(2.6807e-10+1.8842e-10j),(0.00039709+0.0022828j),,,,,-1.852501508499963e-07,2.6844281540499465e-06,-14.490828437832821,,,,(9.994178676200953e-08-1.0004560885521007e-07j),9.994178676200953e-08,-1.0004560885521007e-07
461,"(18,)",1,3,(6.5485e-11+8.8928e-11j),(-0.00011664+0.00077238j),(2.9433e-10+2.5164e-10j),(0.00021205+0.0027301j),,,,,-3.0508787699999393e-07,3.7492056062499254e-06,-12.288936692984363,,,,(9.994317719608527e-08-1.0004653649154614e-07j),9.994317719608527e-08,-1.0004653649154614e-07
462,"(18,)",2,1,(0.079527+7.9111e-09j),(-0.046155-0.046581j),(0.058616+0.09594j),(-0.13445+0.24683j),-0.3,4.6021e-11,3.0,0.033303,0.0010122350715000318,0.033180766172,32.77970414799934,-1.38063e-11,0.099909,0.3219783112682538,(0.19999466746674244-0.34641365733866836j),0.19999466746674244,-0.34641365733866836
463,"(18,)",2,2,(-3.8796e-11+1.4505e-10j),(-0.00091882+0.00053109j),(7.4254e-11+5.6645e-10j),(-0.0024628+0.0032025j),,,,,-5.631433902499888e-07,8.160695044999838e-06,-14.491327051494236,,,,(9.994144890877983e-08-1.0004365351211332e-07j),9.994144890877983e-08,-1.0004365351211332e-07
464,"(18,)",2,3,(1.1673e-10+1.8766e-10j),(-0.00035403+0.0015225j),(5.4762e-10+5.4824e-10j),(-5.9058e-06+0.0054797j),,,,,-1.2216717454499756e-06,1.5013573484236518e-05,-12.28936786019112,,,,(9.994144954746416e-08-1.000438407600302e-07j),9.994144954746416e-08,-1.000438407600302e-07
465,"(18,)",3,1,(0.089231+8.387e-09j),(-0.049549-0.054854j),(0.061244+0.10416j),(-0.14895+0.26279j),-0.3,1.1868e-09,3.0,0.032461,0.0012490533220000355,0.038322276732000005,30.681057451283824,-3.5604e-10,0.097383,0.38069502284793,(0.20001068862238827-0.3464195443902155j),0.20001068862238827,-0.3464195443902155
466,"(18,)",3,2,(-1.8821e-10+2.2791e-10j),(-0.0020826+0.00020008j),(-3.3065e-10+1.0766e-09j),(-0.0070388+0.0037265j),,,,,-2.188627383199957e-06,3.171575384499936e-05,-14.49116194398896,,,,(9.993975156607221e-08-1.0004184176124222e-07j),9.993975156607221e-08,-1.0004184176124222e-07
467,"(18,)",3,3,(1.5899e-10+3.5242e-10j),(-0.00096644+0.0025579j),(8.2257e-10+1.0774e-09j),(-0.0012792+0.0095j),,,,,-3.7384293417999253e-06,4.594317631999908e-05,-12.289432839161009,,,,(9.993941637860184e-08-1.0004342120331658e-07j),9.993941637860184e-08,-1.0004342120331658e-07
468,"(18,)",4,1,(0.10012+8.7506e-09j),(-0.052292-0.064868j),(0.062873+0.11167j),(-0.16317+0.27571j),-0.3,9.3915e-09,3.0,0.031412,0.0015408518560000397,0.043108624985500006,27.977137982237597,-2.81745e-09,0.09423600000000001,0.44110290260091645,(0.20001420190536376-0.3464122350473259j),0.20001420190536376,-0.3464122350473259
469,"(18,)",4,2,(-3.7906e-10+2.9893e-10j),(-0.00339-0.00040048j),(-8.9921e-10+1.6025e-09j),(-0.012511+0.0035105j),,,,,-5.826242115199882e-06,8.44243656249983e-05,-14.49036342048788,,,,(9.994503621714362e-08-1.0004339783867934e-07j),9.994503621714362e-08,-1.0004339783867934e-07
470,"(18,)",4,3,(1.6195e-10+5.7327e-10j),(-0.0020544+0.0036798j),(1.0092e-09+1.8294e-09j),(-0.0041082+0.014192j),,,,,-8.880743699999822e-06,0.00010914508561999781,-12.290083950964602,,,,(9.994425876377813e-08-1.0004164345077179e-07j),9.994425876377813e-08,-1.0004164345077179e-07
471,"(18,)",5,1,(0.11233+8.9756e-09j),(-0.054208-0.076765j),(0.063489+0.11822j),(-0.17659+0.28523j),-0.3,2.8276e-08,3.0,0.030483,0.0018933282055000403,0.047266679739499995,24.964863250963166,-8.4828e-09,0.091449,0.4961601716147793,(0.20000294908002683-0.34641349359479j),0.20000294908002683,-0.34641349359479
472,"(18,)",5,2,(-5.6049e-10+3.4462e-10j),(-0.0045277-0.0010763j),(-1.4701e-09+2.0286e-09j),(-0.017496+0.0027836j),,,,,-1.0829244489999783e-05,0.0001569292224799969,-14.491243837454448,,,,(9.994212698019861e-08-1.0004578734213072e-07j),9.994212698019861e-08,-1.0004578734213072e-07
473,"(18,)",5,3,(1.15e-10+8.3398e-10j),(-0.0035957+0.0047441j),(1.0527e-09+2.7569e-09j),(-0.0085313+0.019045j),,,,,-1.7717771649999645e-05,0.00021774755234499563,-12.289782070026847,,,,(9.994202121050711e-08-1.0004386272266734e-07j),9.994202121050711e-08,-1.0004386272266734e-07
474,"(18,)",6,1,(0.12604+9.0523e-09j),(-0.055157-0.09069j),(0.063107+0.12362j),(-0.18876+0.29116j),-0.3,6.9914e-08,3.0,0.030087,0.002309555425500042,0.05057004267549999,21.896007394821915,-2.09742e-08,0.090261,0.534677072600569,(0.2000018706944626-0.34640525179381354j),0.2000018706944626,-0.34640525179381354
475,"(18,)",6,2,(-6.8228e-10+3.686e-10j),(-0.0052531-0.0015692j),(-1.8651e-09+2.2876e-09j),(-0.020766+0.0021021j),,,,,-1.50287241249997e-05,0.00021782279020499565,-14.493764633197031,,,,(9.994232127644598e-08-1.0004388165485808e-07j),9.994232127644598e-08,-1.0004388165485808e-07
476,"(18,)",6,3,(1.8634e-11+1.1219e-09j),(-0.0055161+0.0056969j),(9.4987e-10+3.8147e-09j),(-0.014337+0.023817j),,,,,-3.144101440999938e-05,0.00038639952899999225,-12.289664829551532,,,,(9.99437342870053e-08-1.0004464535721521e-07j),9.99437342870053e-08,-1.0004464535721521e-07
477,"(18,)",7,1,(0.14142+9.038e-09j),(-0.055312-0.10649j),(0.062294+0.12818j),(-0.19965+0.2951j),-0.3,1.3229e-07,3.0,0.030075,0.002800039478000038,0.053316738831999985,19.041423969522786,-3.9686999999999997e-08,0.090225,0.5598969171958985,(0.2000007436342124-0.34640511171321764j),0.2000007436342124,-0.34640511171321764
478,"(18,)",7,2,(-7.8483e-10+3.8454e-10j),(-0.0058499-0.0020024j),(-2.2038e-09+2.4949e-09j),(-0.023496+0.0014439j),,,,,-1.9115467884999617e-05,0.00027707343160499444,-14.494724025166073,,,,(9.994258668033291e-08-1.0004225821809105e-07j),9.994258668033291e-08,-1.0004225821809105e-07
479,"(18,)",7,3,(-1.2228e-10+1.3902e-09j),(-0.0075685+0.0063493j),(6.8605e-10+4.8493e-09j),(-0.020832+0.027668j),,,,,-4.8797901369999026e-05,0.000599745223999988,-12.290389692223766,,,,(9.994130340919564e-08-1.0004435566793275e-07j),9.994130340919564e-08,-1.0004435566793275e-07
480,"(18,)",8,1,(0.15868+8.9276e-09j),(-0.054779-0.12414j),(0.061464+0.13211j),(-0.2092+0.29821j),-0.3,2.182e-07,3.0,0.030265,0.0033839319795000346,0.05573148435199999,16.46944580731027,-6.546e-08,0.090795,0.5765466421333769,(0.1999961225028675-0.34641088101539147j),0.1999961225028675,-0.34641088101539147
481,"(18,)",8,2,(-8.9865e-10+4.0186e-10j),(-0.0064966-0.002491j),(-2.5803e-09+2.7157e-09j),(-0.026482+0.00066341j),,,,,-2.4205446279999513e-05,0.00035086821841404293,-14.495424474117566,,,,(9.99422624454373e-08-1.0004521198063109e-07j),9.99422624454373e-08,-1.0004521198063109e-07
482,"(18,)",8,3,(-2.9365e-10+1.6265e-09j),(-0.0096149+0.0066628j),(2.8125e-10+5.7924e-09j),(-0.027573+0.030356j),,,,,-6.841960292499862e-05,0.0008408785324999832,-12.290023568563413,,,,(9.994260862522376e-08-1.0004505032360306e-07j),9.994260862522376e-08,-1.0004505032360306e-07
483,"(18,)",9,1,(0.17804+8.8027e-09j),(-0.053573-0.14375j),(0.060781+0.13549j),(-0.21737+0.30096j),-0.3,3.2307e-07,3.0,0.03062,0.004082056385500042,0.05788738421949999,14.180936947643099,-9.6921e-08,0.09186,0.5857318510124097,(0.19999838006641946-0.34640699054704144j),0.19999838006641946,-0.34640699054704144
484,"(18,)",9,2,(-1.032e-09+4.1513e-10j),(-0.0072287-0.003091j),(-3.03e-09+2.9559e-09j),(-0.029931-0.00038555j),,,,,-3.090419234499939e-05,0.0004480067049012411,-14.496632039430503,,,,(9.994413228116637e-08-1.0004455114099106e-07j),9.994413228116637e-08,-1.0004455114099106e-07
485,"(18,)",9,3,(-4.92e-10+1.8265e-09j),(-0.011581+0.0066725j),(-2.3035e-10+6.6223e-09j),(-0.034282+0.031944j),,,,,-8.93209086249982e-05,0.0010978373299999782,-12.290933297701889,,,,(9.994176910526446e-08-1.0004550865472939e-07j),9.994176910526446e-08,-1.0004550865472939e-07
486,"(19,)",1,1,(0.070879+6.1638e-09j),(-0.031629-0.040901j),(0.088112+0.048624j),(-0.12156+0.22028j),-0.3,2.4226e-11,3.0,0.035357,0.0011752735995000188,0.026586047039999998,22.62115566223061,-7.2678e-12,0.106071,0.23956381518511166,-0.39999999999999997j,0.0,-0.39999999999999997
487,"(19,)",1,2,(2.1243e-10+7.1403e-11j),(0.0007058+0.0014204j),(8.5188e-10-5.751e-11j),(0.0045452+0.0039744j),,,,,-1.257844899999975e-06,1.8227349199999635e-05,-14.490935408650142,,,,(9.994314565499187e-08-1.0004489089395401e-07j),9.994314565499187e-08,-1.0004489089395401e-07
488,"(19,)",1,3,(4.3765e-12+5.3396e-11j),(-0.00024514+0.00028855j),(5.709e-11+1.788e-10j),(-0.00060921+0.0011792j),,,,,-7.167736104999855e-08,8.808247320499825e-07,-12.288743881566218,,,,(9.994108628753052e-08-1.0004673437688811e-07j),9.994108628753052e-08,-1.0004673437688811e-07
489,"(19,)",2,1,(0.079527+6.789e-09j),(-0.035004-0.046588j),(0.097242+0.054345j),(-0.13586+0.24311j),-0.3,1.6094e-10,3.0,0.035788,0.0014644109845000234,0.0325755130555,22.24478879241805,-4.8282e-11,0.107364,0.2897721961830779,(6.637793543334473e-06-0.3999954827470313j),6.637793543334473e-06,-0.3999954827470313
490,"(19,)",2,2,(2.4654e-10+1.1786e-10j),(0.00064388+0.0018225j),(1.039e-09+5.6319e-11j),(0.0049108+0.0054794j),,,,,-1.8680438521999627e-06,2.706989049999945e-05,-14.491035886614608,,,,(9.994343214280826e-08-1.0004704774849385e-07j),9.994343214280826e-08,-1.0004704774849385e-07
491,"(19,)",2,3,(2.2481e-11+9.2755e-11j),(-0.00035103+0.00057624j),(1.5034e-10+2.988e-10j),(-0.0007435+0.0022455j),,,,,-2.2763729924999546e-07,2.797531249999944e-06,-12.289423830000917,,,,(9.994126249706774e-08-1.0004289853777327e-07j),9.994126249706774e-08,-1.0004289853777327e-07
492,"(19,)",3,1,(0.089231+7.3956e-09j),(-0.038333-0.053615j),(0.10597+0.060551j),(-0.15138+0.26493j),-0.3,1.3891e-09,3.0,0.036131,0.0018090921235000275,0.0391038723995,21.615191339093467,-4.1673e-10,0.10839300000000002,0.3440700070668767,(4.0632064668263864e-07-0.39999268300615065j),4.0632064668263864e-07,-0.39999268300615065
493,"(19,)",3,2,(2.6034e-10+2.0129e-10j),(0.00029371+0.0023069j),(1.2075e-09+3.3044e-10j),(0.0043815+0.0076922j),,,,,-2.704026587049946e-06,3.9183741544999214e-05,-14.49088619640686,,,,(9.994543028777523e-08-1.0004798330700095e-07j),9.994543028777523e-08,-1.0004798330700095e-07
494,"(19,)",3,3,(5.9265e-11+1.7331e-10j),(-0.00056911+0.0011634j),(3.4014e-10+5.4454e-10j),(-0.0010243+0.0044231j),,,,,-8.386928760499833e-07,1.0306502049999795e-05,-12.288767848536681,,,,(9.994416447042767e-08-1.0004585192897717e-07j),9.994416447042767e-08,-1.0004585192897717e-07
495,"(19,)",4,1,(0.10012+7.8955e-09j),(-0.041275-0.062417j),(0.11349+0.066967j),(-0.16742+0.28373j),-0.3,8.1754e-09,3.0,0.036377,0.0022122534430000307,0.0455838050555,20.605145942810207,-2.45262e-09,0.109131,0.3974265022083548,(4.7092028409111307e-07-0.3999932289200083j),4.7092028409111307e-07,-0.3999932289200083
496,"(19,)",4,2,(2.4104e-10+3.2344e-10j),(-0.00041255+0.0028219j),(1.3176e-09+7.8791e-10j),(0.0026432+0.01053j),,,,,-4.0666585562499175e-06,5.8933703119998815e-05,-14.491923112016742,,,,(9.993748904608119e-08-1.0004228195188967e-07j),9.993748904608119e-08,-1.0004228195188967e-07
497,"(19,)",4,3,(1.0434e-10+3.2547e-10j),(-0.0011055+0.0021488j),(6.14e-10+1.0287e-09j),(-0.0020776+0.0082128j),,,,,-2.9197358449999425e-06,3.588325279999928e-05,-12.289896999226649,,,,(9.994719542259558e-08-1.0004508732831492e-07j),9.994719542259558e-08,-1.0004508732831492e-07
