,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Pin,Pout,Gain,Pdc1,Pdc2,PAE,Load Gamma,r,x
37,"(2,)",4,2,(8.672e-10+6.7571e-11j),(0.0039978+0.0046755j),(3.0951e-09-1.0077e-09j),(0.02051+0.010448j),,,,,-1.892135254499962e-05,0.0002649104019999947,-14.000606001604417,,,,(9.994332234639847e-08-1.0004426289006196e-07j),9.994332234639847e-08,-1.0004426289006196e-07
38,"(2,)",4,3,(-3.4952e-11+3.1961e-10j),(-0.0017728+0.0014233j),(1.3335e-10+1.0999e-09j),(-0.0048361+0.006164j),,,,,-2.5843013649999485e-06,3.0691379604999386e-05,-11.876083811533334,,,,(9.994483376043077e-08-1.0004756822660922e-07j),9.994483376043077e-08,-1.0004756822660922e-07
39,"(2,)",5,1,(0.11233+5.6369e-09j),(-0.030282-0.086161j),(0.052865-0.041963j),(-0.124+0.31387j),-0.3,4.644e-08,3.0,0.044584,0.0021386557275000157,0.05466738765299999,25.561565122453583,-1.3931999999999999e-08,0.13375199999999998,0.39273230998788794,(-0.1732032797408365-0.10000252751819633j),-0.1732032797408365,-0.10000252751819633
40,"(2,)",5,2,(1.0687e-09+1.1028e-10j),(0.0047908+0.0058906j),(3.8497e-09-1.1493e-09j),(0.02499+0.013515j),,,,,-2.8825466499999426e-05,0.00040357766249999184,-14.000733084406452,,,,(9.994509235257786e-08-1.0004233385934733e-07j),9.994509235257786e-08,-1.0004233385934733e-07
41,"(2,)",5,3,(-3.8263e-11+4.5504e-10j),(-0.0024676+0.0020834j),(2.2797e-10+1.5573e-09j),(-0.0066514+0.0089234j),,,,,-5.214802659999895e-06,6.193409475999876e-05,-11.876594149010426,,,,(9.994568589380316e-08-1.0004580486743197e-07j),9.994568589380316e-08,-1.0004580486743197e-07
42,"(2,)",6,1,(0.12604+5.9983e-09j),(-0.032013-0.098359j),(0.057365-0.044557j),(-0.137+0.33635j),-0.3,7.3571e-08,3.0,0.046993,0.0025933782750000214,0.063312126513,24.412993323544164,-2.20713e-08,0.140979,0.4306935659779115,(-0.17320467089835964-0.10000285442819898j),-0.17320467089835964,-0.10000285442819898
43,"(2,)",6,2,(1.2425e-09+1.8401e-10j),(0.0052862+0.0071287j),(4.5552e-09-1.1408e-09j),(0.028473+0.017088j),,,,,-3.9381137064999204e-05,0.0005513557364999888,-14.000503225439308,,,,(9.994111959330272e-08-1.0004544135181951e-07j),9.994111959330272e-08,-1.0004544135181951e-07
44,"(2,)",6,3,(-4.3875e-11+6.3031e-10j),(-0.0033729+0.0029326j),(3.4672e-10+2.1504e-09j),(-0.0090253+0.012482j),,,,,-9.988298584999798e-06,0.00011862818204499762,-11.876715642356823,,,,(9.994269647917708e-08-1.0004268695189208e-07j),9.994269647917708e-08,-1.0004268695189208e-07
45,"(2,)",7,1,(0.14142+6.2389e-09j),(-0.033267-0.1125j),(0.061697-0.046746j),(-0.15029+0.35666j),-0.3,1.0919e-07,3.0,0.049319,0.003118336555500017,0.07190086568749998,23.05744245619789,-3.2757e-08,0.147957,0.46488188549375803,(-0.17320431750523455-0.10000034520870944j),-0.17320431750523455,-0.10000034520870944
46,"(2,)",7,2,(1.357e-09+2.8658e-10j),(0.0053491+0.0082187j),(5.1008e-09-9.5077e-10j),(0.030249+0.020767j),,,,,-4.8079950249999034e-05,0.0006731351449999867,-14.000329482454076,,,,(9.994238126580063e-08-1.0004540420334167e-07j),9.994238126580063e-08,-1.0004540420334167e-07
47,"(2,)",7,3,(-6.7875e-11+8.5809e-10j),(-0.0046317+0.0039539j),(4.458e-10+2.9341e-09j),(-0.012451+0.016894j),,,,,-1.854298504999963e-05,0.0002202173184999956,-11.876044655496283,,,,(9.994225227113552e-08-1.0004622842594463e-07j),9.994225227113552e-08,-1.0004622842594463e-07
48,"(2,)",8,1,(0.15868+6.3753e-09j),(-0.033856-0.12878j),(0.065671-0.0485j),(-0.16311+0.37419j),-0.3,1.7009e-07,3.0,0.051519,0.0037244126320000164,0.0799790489795,21.474271752899494,-5.1027000000000004e-08,0.154557,0.4933754947850954,(-0.17320422105976344-0.10000176248147191j),-0.17320422105976344,-0.10000176248147191
49,"(2,)",8,2,(1.401e-09+4.0332e-10j),(0.0049888+0.0090193j),(5.4192e-09-6.124e-10j),(0.030148+0.024051j),,,,,-5.311794896499892e-05,0.0007436762524999852,-14.000470029255398,,,,(9.994215137318775e-08-1.0004340860675793e-07j),9.994215137318775e-08,-1.0004340860675793e-07
50,"(2,)",8,3,(-1.3433e-10+1.1261e-09j),(-0.0063057+0.0049664j),(4.3452e-10+3.8875e-09j),(-0.017277+0.021603j),,,,,-3.221349072499936e-05,0.00038259216899999234,-11.876768409425457,,,,(9.99425323574775e-08-1.0004291679582183e-07j),9.99425323574775e-08,-1.0004291679582183e-07
51,"(2,)",9,1,(0.17804+6.4153e-09j),(-0.033672-0.1474j),(0.069199-0.049827j),(-0.17507+0.38876j),-0.3,2.5644e-07,3.0,0.053505,0.004418839008000023,0.087256305485,19.746432338229134,-7.693199999999999e-08,0.160515,0.5160730553343923,(-0.17320248607903643-0.10000113376412975j),-0.17320248607903643,-0.10000113376412975
52,"(2,)",9,2,(1.3745e-09+5.0847e-10j),(0.0043243+0.0094166j),(5.4787e-09-2.0694e-10j),(0.028417+0.026375j),,,,,-5.368596302499893e-05,0.000751583256999985,-13.99962326558265,,,,(9.994247077805782e-08-1.0004302589194055e-07j),9.994247077805782e-08,-1.0004302589194055e-07
53,"(2,)",9,3,(-2.5578e-10+1.4199e-09j),(-0.0083813+0.0058263j),(2.5682e-10+4.9679e-09j),(-0.02357+0.026113j),,,,,-5.209598068999896e-05,0.0006187168344999876,-11.87647926587098,,,,(9.994355931816818e-08-1.0004555941979949e-07j),9.994355931816818e-08,-1.0004555941979949e-07
54,"(3,)",1,1,(0.070879+3.9141e-09j),(-0.028183-0.05995j),(-0.0084307-0.050467j),(-0.089662+0.23961j),-0.3,1.4044e-09,3.0,0.037502,0.00031777432600000677,0.031417115776255,98.86612355289625,-4.2132e-10,0.112506,0.27642384806370324,(-0.17320242686655707+0.09999739575856283j),-0.17320242686655707,0.09999739575856283
55,"(3,)",1,2,(3.9707e-10-9.9673e-11j),(0.0024838+0.001485j),(1.2289e-09-9.136e-10j),(0.010712+0.0015821j),,,,,-4.187243719999915e-06,5.862499220499882e-05,-14.000855007551365,,,,(9.994517525070603e-08-1.0004884818559952e-07j),9.994517525070603e-08,-1.0004884818559952e-07
56,"(3,)",1,3,(2.458e-11+1.0275e-10j),(-0.00039035+0.00063632j),(1.6304e-10+3.2521e-10j),(-0.00081215+0.002441j),,,,,-2.7863813244999447e-07,3.309034311249934e-06,-11.875741062985293,,,,(9.99422507876844e-08-1.0004428471004419e-07j),9.99422507876844e-08,-1.0004428471004419e-07
57,"(3,)",2,1,(0.079527+4.2887e-09j),(-0.03099-0.067682j),(-0.0090033-0.055801j),(-0.10052+0.26413j),-0.3,5.6826e-09,3.0,0.038752,0.0003916552525000095,0.03833705814405499,97.88470319073294,-1.70478e-09,0.116256,0.32639522167935403,(-0.1732051109443159+0.10000332318223085j),-0.1732051109443159,0.10000332318223085
58,"(3,)",2,2,(5.0964e-10-1.2785e-10j),(0.0031875+0.0019086j),(1.5784e-09-1.1718e-09j),(0.013751+0.0020404j),,,,,-6.901455104999861e-06,9.662661657999806e-05,-14.00090489757667,,,,(9.993953200260137e-08-1.0004484190954171e-07j),9.993953200260137e-08,-1.0004484190954171e-07
59,"(3,)",2,3,(3.6717e-11+1.5696e-10j),(-0.00060145+0.00096734j),(2.458e-10+4.9773e-10j),(-0.0012616+0.0037172j),,,,,-6.487443890499869e-07,7.704605199999847e-06,-11.876180095033073,,,,(9.994416560111346e-08-1.0004561479671925e-07j),9.994416560111346e-08,-1.0004561479671925e-07
60,"(3,)",3,1,(0.089231+4.6387e-09j),(-0.033739-0.07661j),(-0.0093721-0.061264j),(-0.11258+0.28871j),-0.3,1.5165e-08,3.0,0.04036,0.00047737957000001247,0.046093303272795004,96.554830096298,-4.5495e-09,0.12108,0.37674201934914925,(-0.1732043449058025+0.10000154185686413j),-0.1732043449058025,0.10000154185686413
61,"(3,)",3,2,(6.5416e-10-1.6299e-10j),(0.0040921+0.0024522j),(2.0274e-09-1.504e-09j),(0.017657+0.002626j),,,,,-1.1379283624999774e-05,0.00015933276249999678,-14.00200291606669,,,,(9.994271517133834e-08-1.0004245172112671e-07j),9.994271517133834e-08,-1.0004245172112671e-07
62,"(3,)",3,3,(5.3876e-11+2.4596e-10j),(-0.00095776+0.0015026j),(3.7578e-10+7.8288e-10j),(-0.0020386+0.0057926j),,,,,-1.5875554887999681e-06,1.8855052359999625e-05,-11.87678320097784,,,,(9.994259119628348e-08-1.0004539695693531e-07j),9.994259119628348e-08,-1.0004539695693531e-07
63,"(3,)",4,1,(0.10012+4.9511e-09j),(-0.036264-0.086941j),(-0.0094522-0.06667j),(-0.12575+0.31232j),-0.3,3.0794e-08,3.0,0.042297,0.0005750996115000129,0.054411305957579995,94.61196785659588,-9.238199999999999e-09,0.126891,0.4242712749216255,(-0.17320312917424893+0.10000158008984952j),-0.17320312917424893,0.10000158008984952
64,"(3,)",4,2,(8.1968e-10-2.0383e-10j),(0.0051134+0.003079j),(2.5405e-09-1.8763e-09j),(0.022084+0.0033325j),,,,,-1.7813550279999648e-05,0.000249404306124995,-14.000819724578784,,,,(9.994140242513426e-08-1.0004323146086578e-07j),9.994140242513426e-08,-1.0004323146086578e-07
65,"(3,)",4,3,(7.2228e-11+3.7894e-10j),(-0.0015351+0.0022566j),(5.3945e-10+1.2158e-09j),(-0.0033864+0.008775j),,,,,-3.724387784999926e-06,4.4234164979999114e-05,-11.876895622457315,,,,(9.994369198556985e-08-1.0004550638631725e-07j),9.994369198556985e-08,-1.0004550638631725e-07
66,"(3,)",5,1,(0.11233+5.2051e-09j),(-0.038432-0.098806j),(-0.0092683-0.071882j),(-0.13957+0.33443j),-0.3,5.32e-08,3.0,0.044353,0.0006891923200000117,0.06303514324555501,91.46234137599494,-1.596e-08,0.13305899999999998,0.4685586914493195,(-0.17320564021882442+0.09999883744084359j),-0.17320564021882442,0.09999883744084359
67,"(3,)",5,2,(9.6801e-10-2.3474e-10j),(0.0060124+0.0036636j),(3.0083e-09-2.1974e-09j),(0.026028+0.0040682j),,,,,-2.4785459359999505e-05,0.000347003517619993,-14.000285916831196,,,,(9.994217089746633e-08-1.0004551789015954e-07j),9.994217089746633e-08,-1.0004551789015954e-07
68,"(3,)",5,3,(6.9694e-11+5.5677e-10j),(-0.0024332+0.0031353j),(6.7226e-10+1.8135e-09j),(-0.005713+0.012427j),,,,,-7.875284164999843e-06,9.353434899999813e-05,-11.876949077684488,,,,(9.994052088821402e-08-1.0004186012990801e-07j),9.994052088821402e-08,-1.0004186012990801e-07
69,"(3,)",6,1,(0.12604+5.3851e-09j),(-0.040066-0.11235j),(-0.0088557-0.076718j),(-0.15345+0.35434j),-0.3,8.2824e-08,3.0,0.046371,0.0008291373720000165,0.07156983157675499,86.31842441755667,-2.4847199999999998e-08,0.13911300000000001,0.5085124625646414,(-0.17320390007713699+0.09999954412947076j),-0.17320390007713699,0.09999954412947076
70,"(3,)",6,2,(1.0739e-09-2.6046e-10j),(0.0066719+0.004062j),(3.3366e-09-2.4391e-09j),(0.028878+0.0045025j),,,,,-3.0507046804999388e-05,0.0004271056951249914,-14.000230761602229,,,,(9.994281043830883e-08-1.0004475739311883e-07j),9.994281043830883e-08,-1.0004475739311883e-07
71,"(3,)",6,3,(2.7796e-11+7.7758e-10j),(-0.0037492+0.0040291j),(7.0391e-10+2.5881e-09j),(-0.0094301+0.016456j),,,,,-1.5145073724999697e-05,0.00017986336100499637,-11.876030732560858,,,,(9.994206632222498e-08-1.0004701504771596e-07j),9.994206632222498e-08,-1.0004701504771596e-07
72,"(3,)",7,1,(0.14142+5.4535e-09j),(-0.041034-0.1277j),(-0.0082874-0.081057j),(-0.16676+0.3717j),-0.3,1.2957e-07,3.0,0.048282,0.0010042686220000114,0.07966543467611999,79.3268184735927,-3.8871e-08,0.144846,0.5430675755914556,(-0.1732055001798412+0.10000309176752843j),-0.1732055001798412,0.10000309176752843
73,"(3,)",7,2,(1.1307e-09-2.919e-10j),(0.0071133+0.0041903j),(3.4886e-09-2.6288e-09j),(0.030587+0.0043148j),,,,,-3.407882548999932e-05,0.00047709103401999045,-13.999632533110518,,,,(9.994220720987424e-08-1.0004350330758706e-07j),9.994220720987424e-08,-1.0004350330758706e-07
74,"(3,)",7,3,(-7.1307e-11+1.0274e-09j),(-0.0054942+0.0047847j),(5.68e-10+3.5048e-09j),(-0.014695+0.020358j),,,,,-2.653979386499947e-05,0.0003151955944999937,-11.87633920984111,,,,(9.994422431560984e-08-1.0004324473513541e-07j),9.994422431560984e-08,-1.0004324473513541e-07
75,"(3,)",8,1,(0.15868+5.4726e-09j),(-0.041265-0.14497j),(-0.0076681-0.084859j),(-0.17894+0.38662j),-0.3,2.0077e-07,3.0,0.050003,0.0012301206375000158,0.087117349180695,70.82016716485978,-6.023099999999999e-08,0.150009,0.5725471707910524,(-0.17320661756737726+0.09999920373365703j),-0.17320661756737726,0.09999920373365703
76,"(3,)",8,2,(1.1378e-09-3.333e-10j),(0.007365+0.0040226j),(3.4574e-09-2.7856e-09j),(0.031216+0.0033751j),,,,,-3.52122678799993e-05,0.0004929149780049901,-13.998387712055539,,,,(9.994068372477069e-08-1.000419593041861e-07j),9.994068372477069e-08,-1.000419593041861e-07
77,"(3,)",8,3,(-2.2876e-10+1.2886e-09j),(-0.0075906+0.005301j),(2.4266e-10+4.5055e-09j),(-0.021328+0.023731j),,,,,-4.285890467999915e-05,0.0005090219724999897,-11.87669111706286,,,,(9.994123389241315e-08-1.0004663252527867e-07j),9.994123389241315e-08,-1.0004663252527867e-07
78,"(3,)",9,1,(0.17804+5.4212e-09j),(-0.040617-0.16433j),(-0.0070902-0.088002j),(-0.1893+0.39878j),-0.3,3.0166e-07,3.0,0.051505,0.001522076005500016,0.09353267772998,61.450727422283784,-9.049800000000001e-08,0.154515,0.595480061641135,(-0.17320777194543707+0.10000108137136074j),-0.17320777194543707,0.10000108137136074
79,"(3,)",9,2,(1.0968e-09-3.8041e-10j),(0.0073917+0.0035837j),(3.2481e-09-2.8874e-09j),(0.030679+0.0018194j),,,,,-3.374006728999933e-05,0.00047225562867999065,-13.996878684944674,,,,(9.994070859869205e-08-1.0004342140305943e-07j),9.994070859869205e-08,-1.0004342140305943e-07
80,"(3,)",9,3,(-4.4267e-10+1.5442e-09j),(-0.0099356+0.0055054j),(-2.757e-10+5.5289e-09j),(-0.029038+0.026253j),,,,,-6.45127882599987e-05,0.0007662127264999847,-11.876912270664894,,,,(9.994351633886623e-08-1.00044178853769e-07j),9.994351633886623e-08,-1.00044178853769e-07
