,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Pin,Pout,Gain,Pdc1,Pdc2,PAE,Load Gamma,r,x
31,"(2,)",2,2,(5.176e-10-6.5908e-12j),(0.0026193+0.0025554j),(1.7913e-09-7.6725e-10j),(0.012791+0.0051273j),,,,,-6.695400824999867e-06,9.494944314499812e-05,-14.181293342508736,,,,(9.994054070447385e-08-1.0004496398671322e-07j),9.994054070447385e-08,-1.0004496398671322e-07
32,"(2,)",2,3,(-4.3208e-12+1.462e-10j),(-0.0007518+0.00070885j),(1.0046e-10+4.9672e-10j),(-0.0019829+0.0029851j),,,,,-5.338357812499893e-07,6.421357209999872e-06,-12.028712640737773,,,,(9.994434945941903e-08-1.0004343256275569e-07j),9.994434945941903e-08,-1.0004343256275569e-07
33,"(2,)",3,1,(0.089231+4.865e-09j),(-0.029044-0.069534j),(0.048615-0.033461j),(-0.12686+0.26643j),-0.3,1.2602e-08,3.0,0.040148,0.0011418201345000118,0.041797673877,36.60618044303682,-3.7806e-09,0.12044400000000001,0.3375498467545082,(-0.17320382954421265-0.09999760606546253j),-0.17320382954421265,-0.09999760606546253
34,"(2,)",3,2,(6.7141e-10-5.6419e-12j),(0.0033845+0.0033308j),(2.3289e-09-9.855e-10j),(0.01657+0.0067257j),,,,,-1.1274534444999775e-05,0.00015989997024499683,-14.182401147030246,,,,(9.994278173106611e-08-1.0004134985447383e-07j),9.994278173106611e-08,-1.0004134985447383e-07
35,"(2,)",3,3,(-2.1087e-12+2.248e-10j),(-0.0011359+0.0011127j),(1.6917e-10+7.6129e-10j),(-0.0029632+0.0046511j),,,,,-1.264185049999975e-06,1.5206642724999695e-05,-12.02881075440656,,,,(9.994156599743484e-08-1.0004447299855924e-07j),9.994156599743484e-08,-1.0004447299855924e-07
36,"(2,)",4,1,(0.10012+5.252e-09j),(-0.03138-0.078991j),(0.053323-0.036058j),(-0.14075+0.28944j),-0.3,2.6534e-08,3.0,0.042138,0.0013998659595000134,0.049721277203499996,35.51859866730299,-7.9602e-09,0.126414,0.382247308399386,(-0.17320706069297667-0.10000036694120903j),-0.17320706069297667,-0.10000036694120903
37,"(2,)",4,2,(8.5924e-10+2.6922e-12j),(0.0042847+0.0043082j),(2.9933e-09-1.229e-09j),(0.021108+0.0088326j),,,,,-1.845962066499963e-05,0.0002617812433799947,-14.181290511367067,,,,(9.99447292792517e-08-1.0004604016637857e-07j),9.99447292792517e-08,-1.0004604016637857e-07
38,"(2,)",4,3,(1.961e-12+3.4282e-10j),(-0.001703+0.0017238j),(2.7676e-10+1.1558e-09j),(-0.0043991+0.007161j),,,,,-2.9358477199999414e-06,3.531600090499929e-05,-12.029234576580832,,,,(9.994320850468334e-08-1.0004471003113426e-07j),9.994320850468334e-08,-1.0004471003113426e-07
39,"(2,)",5,1,(0.11233+5.5927e-09j),(-0.033515-0.089954j),(0.058103-0.038421j),(-0.15554+0.31162j),-0.3,4.7055e-08,3.0,0.044346,0.0017015257795000146,0.05822379207500001,34.21857768861357,-1.41165e-08,0.133038,0.4248580578143087,(-0.17320809423824207-0.10000068359599458j),-0.17320809423824207,-0.10000068359599458
40,"(2,)",5,2,(1.0443e-09+2.87e-11j),(0.0050759+0.0053627j),(3.6733e-09-1.403e-09j),(0.025378+0.011365j),,,,,-2.7261656049999453e-05,0.0003866030544999923,-14.181202117396682,,,,(9.994219070506595e-08-1.0004109848542337e-07j),9.994219070506595e-08,-1.0004109848542337e-07
41,"(2,)",5,3,(4.3621e-12+4.977e-10j),(-0.0024667+0.0025098j),(4.0625e-10+1.6775e-09j),(-0.0063617+0.010416j),,,,,-6.191852464999875e-06,7.44821414449985e-05,-12.029056226067558,,,,(9.994610175107596e-08-1.0004580602052801e-07j),9.994610175107596e-08,-1.0004580602052801e-07
42,"(2,)",6,1,(0.12604+5.8631e-09j),(-0.035258-0.10264j),(0.06277-0.040441j),(-0.1707+0.33204j),-0.3,7.4961e-08,3.0,0.046586,0.0020539927180000207,0.0669067521095,32.57399674456846,-2.2488300000000002e-08,0.139758,0.4640361152241731,(-0.173204913605998-0.09999976282211827j),-0.173204913605998,-0.09999976282211827
43,"(2,)",6,2,(1.1897e-09+8.0584e-11j),(0.005546+0.0063584j),(4.259e-09-1.4312e-09j),(0.028446+0.014155j),,,,,-3.559368327999929e-05,0.0005047694704999898,-14.181434006961247,,,,(9.99395604294971e-08-1.000437487829407e-07j),9.99395604294971e-08,-1.000437487829407e-07
44,"(2,)",6,3,(-1.0072e-11+6.9901e-10j),(-0.0035443+0.0034483j),(5.1797e-10+2.3694e-09j),(-0.009265+0.014433j),,,,,-1.2226417689999758e-05,0.00014707585699999705,-12.029349947719638,,,,(9.994352149177007e-08-1.0004480888389451e-07j),9.994352149177007e-08,-1.0004480888389451e-07
45,"(2,)",7,1,(0.14142+6.0562e-09j),(-0.036443-0.11724j),(0.067163-0.042062j),(-0.18567+0.35004j),-0.3,1.1315e-07,3.0,0.048725,0.002463153275500016,0.0753606350435,30.595186987785777,-3.3945e-08,0.146175,0.49870006340345463,(-0.17320575016327647-0.09999968108554583j),-0.17320575016327647,-0.09999968108554583
46,"(2,)",7,2,(1.2764e-09+1.4722e-10j),(0.0056495+0.0071194j),(4.6544e-09-1.3268e-09j),(0.029899+0.016655j),,,,,-4.130135330499917e-05,0.0005856696129999883,-14.180397641573116,,,,(9.99403494748156e-08-1.0004704239282432e-07j),9.99403494748156e-08,-1.0004704239282432e-07
47,"(2,)",7,3,(-5.9198e-11+9.4956e-10j),(-0.0050417+0.0044509j),(5.4762e-10+3.2527e-09j),(-0.013536+0.018996j),,,,,-2.261462484999955e-05,0.00027203565599999457,-12.02919163171526,,,,(9.99422386012516e-08-1.000441220102412e-07j),9.99422386012516e-08,-1.000441220102412e-07
48,"(2,)",8,1,(0.15868+6.1735e-09j),(-0.036927-0.13392j),(0.071137-0.043311j),(-0.19976+0.36538j),-0.3,1.7977e-07,3.0,0.05074,0.002940586335500015,0.08323514325499999,28.305628115777374,-5.3930999999999995e-08,0.15222,0.5274901912987779,(-0.1732073632352245-0.09999752892914655j),-0.1732073632352245,-0.09999752892914655
49,"(2,)",8,2,(1.2977e-09+2.1146e-10j),(0.0054314+0.0075496j),(4.8215e-09-1.1316e-09j),(0.029758+0.018466j),,,,,-4.3248283059999136e-05,0.0006132658599999878,-14.180120379558023,,,,(9.994203117714722e-08-1.000446786651388e-07j),9.994203117714722e-08,-1.000446786651388e-07
50,"(2,)",8,3,(-1.6151e-10+1.2271e-09j),(-0.0069369+0.0053217j),(4.1939e-10+4.2676e-09j),(-0.019254+0.023427j),,,,,-3.822053624999924e-05,0.0004597704224999908,-12.029407946886144,,,,(9.994349967129516e-08-1.000427772515097e-07j),9.994349967129516e-08,-1.000427772515097e-07
51,"(2,)",9,1,(0.17804+6.1712e-09j),(-0.036599-0.15285j),(0.074591-0.044235j),(-0.2124+0.37802j),-0.3,2.6999e-07,3.0,0.05254,0.0034978161495000226,0.09024616394700001,25.80071681580514,-8.0997e-08,0.15762,0.5503638357917776,(-0.17320538375199532-0.10000046688290617j),-0.17320538375199532,-0.10000046688290617
52,"(2,)",9,2,(1.2578e-09+2.6669e-10j),(0.0049535+0.0076189j),(4.7579e-09-8.8215e-10j),(0.028192+0.019395j),,,,,-4.1292399729999166e-05,0.0005854774444999882,-14.178818579890756,,,,(9.994015879633089e-08-1.0004573566454446e-07j),9.994015879633089e-08,-1.0004573566454446e-07
53,"(2,)",9,3,(-3.2231e-10+1.5131e-09j),(-0.0091832+0.0059479j),(9.8322e-11+5.3654e-09j),(-0.026351+0.027307j),,,,,-5.9854338324998815e-05,0.0007200237249999856,-12.029599610480696,,,,(9.994260590371518e-08-1.0004429663341995e-07j),9.994260590371518e-08,-1.0004429663341995e-07
54,"(3,)",1,1,(0.070879+3.6301e-09j),(-0.029246-0.063872j),(-0.0034698-0.051742j),(-0.11433+0.23272j),-0.3,2.1779e-09,3.0,0.037847,4.443587050000563e-05,0.032270336611980005,726.2226721084695,-6.5337e-10,0.113541,0.28382611339938874,(-0.17320697804563057+0.10000237968355509j),-0.17320697804563057,0.10000237968355509
55,"(3,)",1,2,(4.2446e-10-1.4471e-10j),(0.0028451+0.0014009j),(1.2695e-09-1.1138e-09j),(0.011917+0.00078431j),,,,,-5.028557409999899e-06,7.131501558804858e-05,-14.182002863530997,,,,(9.994435887348154e-08-1.0004089620777547e-07j),9.994435887348154e-08,-1.0004089620777547e-07
56,"(3,)",1,3,(4.0315e-11+1.1178e-10j),(-0.00035783+0.0007599j),(2.2377e-10+3.4587e-10j),(-0.00061195+0.0028481j),,,,,-3.5274515944999286e-07,4.243078206249915e-06,-12.02873545555042,,,,(9.994351438664342e-08-1.0004228560405409e-07j),9.994351438664342e-08,-1.0004228560405409e-07
57,"(3,)",2,1,(0.079527+3.9622e-09j),(-0.032063-0.072094j),(-0.0034334-0.057075j),(-0.12782+0.25573j),-0.3,7.7444e-09,3.0,0.039202,4.948146200000735e-05,0.03923322071972,792.8872578525301,-2.3233199999999998e-09,0.117606,0.3331780628345492,(-0.17320360366073342+0.0999972025961559j),-0.17320360366073342,0.0999972025961559
58,"(3,)",2,2,(5.4632e-10-1.8656e-10j),(0.0036693+0.0017976j),(1.6327e-09-1.4384e-09j),(0.015356+0.00097966j),,,,,-8.347564124999831e-06,0.00011838323485779762,-14.181770045138768,,,,(9.994066425209246e-08-1.0004609736527772e-07j),9.994066425209246e-08,-1.0004609736527772e-07
59,"(3,)",2,3,(5.8164e-11+1.7153e-10j),(-0.0005668+0.0011486j),(3.3152e-10+5.3358e-10j),(-0.0010126+0.0043253j),,,,,-8.202720999999837e-07,9.866789424999803e-06,-12.028678562881755,,,,(9.994114280998756e-08-1.000440203475813e-07j),9.994114280998756e-08,-1.000440203475813e-07
60,"(3,)",3,1,(0.089231+4.2449e-09j),(-0.034764-0.081554j),(-0.0031436-0.062461j),(-0.14254+0.27832j),-0.3,1.8727e-08,3.0,0.04094,5.1290374500008104e-05,0.04693420762902001,915.0685306267864,-5.6181e-09,0.12281999999999998,0.3817205443292624,(-0.1732063125512159+0.10000153704746446j),-0.1732063125512159,0.10000153704746446
61,"(3,)",3,2,(7.0291e-10-2.4335e-10j),(0.0047328+0.0022942j),(2.0939e-09-1.8602e-09j),(0.019772+0.0011787j),,,,,-1.3831374739999721e-05,0.00019616065884499608,-14.18229659252223,,,,(9.993842111577763e-08-1.0004033061749784e-07j),9.993842111577763e-08,-1.0004033061749784e-07
62,"(3,)",3,3,(8.2369e-11+2.6786e-10j),(-0.00092803+0.0017516j),(4.8907e-10+8.4023e-10j),(-0.0017593+0.0066461j),,,,,-1.9646711204499603e-06,2.363289084999953e-05,-12.028929729769219,,,,(9.994189415891963e-08-1.0004329973876218e-07j),9.994189415891963e-08,-1.0004329973876218e-07
63,"(3,)",4,1,(0.10012+4.5011e-09j),(-0.037224-0.092397j),(-0.0025898-0.06777j),(-0.15821+0.29993j),-0.3,3.5843e-08,3.0,0.042964,5.059130750000897e-05,0.05519446451797999,1090.9871131116786,-1.07529e-08,0.128892,0.42783006866585965,(-0.17320462136318454+0.09999834343303247j),-0.17320462136318454,0.09999834343303247
64,"(3,)",4,2,(8.7201e-10-3.0832e-10j),(0.0058966+0.0028212j),(2.5905e-09-2.3252e-09j),(0.024579+0.0013393j),,,,,-2.136453049999957e-05,0.0003029604827449939,-14.180535478886371,,,,(9.994333021803887e-08-1.0004695480536311e-07j),9.994333021803887e-08,-1.0004695480536311e-07
65,"(3,)",4,3,(9.9387e-11+4.0425e-10j),(-0.0015228+0.002517j),(6.5377e-10+1.2862e-09j),(-0.0031674+0.009699j),,,,,-4.327104419999914e-06,5.2051511879998946e-05,-12.029178597913287,,,,(9.994044674423393e-08-1.0004344478994604e-07j),9.994044674423393e-08,-1.0004344478994604e-07
66,"(3,)",5,1,(0.11233+4.6911e-09j),(-0.039303-0.10473j),(-0.0018329-0.072861j),(-0.17422+0.32008j),-0.3,5.9372e-08,3.0,0.045065,5.246509550001135e-05,0.06374586497829499,1215.0147516319912,-1.78116e-08,0.135195,0.47112245188649704,(-0.1732030143610001+0.1000010283740735j),-0.1732030143610001,0.1000010283740735
67,"(3,)",5,2,(1.0207e-09-3.7052e-10j),(0.0069547+0.0032554j),(3.0199e-09-2.757e-09j),(0.028886+0.0013293j),,,,,-2.9482740624999412e-05,0.0004180840172449916,-14.18063614108127,,,,(9.994157615815846e-08-1.0004335446884443e-07j),9.994157615815846e-08,-1.0004335446884443e-07
68,"(3,)",5,3,(8.6466e-11+5.8052e-10j),(-0.0024718+0.0033353j),(7.4876e-10+1.8934e-09j),(-0.0057304+0.013209j),,,,,-8.617010664999827e-06,0.00010365758257999794,-12.0294132860981,,,,(9.994071721675299e-08-1.0004241698378994e-07j),9.994071721675299e-08,-1.0004241698378994e-07
69,"(3,)",6,1,(0.12604+4.821e-09j),(-0.040831-0.11867j),(-0.00091981-0.077556j),(-0.18991+0.33813j),-0.3,9.0139e-08,3.0,0.047109,6.817106950001046e-05,0.07219096290678195,1058.9677327384584,-2.70417e-08,0.14132699999999998,0.510325640799578,(-0.17320296983853578+0.09999936711334792j),-0.17320296983853578,0.09999936711334792
70,"(3,)",6,2,(1.13e-09-4.3857e-10j),(0.0078438+0.0034572j),(3.3005e-09-3.1532e-09j),(0.032271+0.00075283j),,,,,-3.6738715139999254e-05,0.0005209920970044396,-14.18101027809788,,,,(9.994068292278772e-08-1.0004147204377806e-07j),9.994068292278772e-08,-1.0004147204377806e-07
71,"(3,)",6,3,(2.6486e-11+7.9319e-10j),(-0.0038358+0.0040949j),(7.1173e-10+2.6582e-09j),(-0.0097418+0.016846j),,,,,-1.5740783824999686e-05,0.0001893451916199962,-12.028955719427142,,,,(9.994049904883452e-08-1.0004335472123567e-07j),9.994049904883452e-08,-1.0004335472123567e-07
72,"(3,)",7,1,(0.14142+4.8629e-09j),(-0.041686-0.13433j),(2.7887e-05-0.081751j),(-0.2045+0.35392j),-0.3,1.3981e-07,3.0,0.049005,0.0001086724520000075,0.08019819481065761,737.9809080837899,-4.1943e-08,0.147015,0.5447710938248315,(-0.17320495123844445+0.10000148487867848j),-0.17320495123844445,0.10000148487867848
73,"(3,)",7,2,(1.1966e-09-5.1516e-10j),(0.0085662+0.0033997j),(3.4195e-09-3.5202e-09j),(0.034701-0.00048589j),,,,,-4.2468871264999147e-05,0.0006021977450460381,-14.179744530727408,,,,(9.994266872320758e-08-1.0004434617717299e-07j),9.994266872320758e-08,-1.0004434617717299e-07
74,"(3,)",7,3,(-9.6531e-11+1.0279e-09j),(-0.005622+0.0046566j),(4.83e-10+3.5477e-09j),(-0.015335+0.020147j),,,,,-2.664540377999947e-05,0.0003205319169999936,-12.0295387394576,,,,(9.994122816168725e-08-1.0004460881816022e-07j),9.994122816168725e-08,-1.0004460881816022e-07
75,"(3,)",8,1,(0.15868+4.8643e-09j),(-0.0418-0.15185j),(0.00094977-0.085408j),(-0.21763+0.36745j),-0.3,2.1358e-07,3.0,0.050678,0.0001868399500000069,0.08754344543647355,468.54778882391224,-6.4074e-08,0.152034,0.574585983967228,(-0.17320685551660991+0.10000064761485866j),-0.17320685551660991,0.10000064761485866
76,"(3,)",8,2,(1.2202e-09-6.0986e-10j),(0.0091527+0.0030467j),(3.3654e-09-3.8806e-09j),(0.036233-0.0025577j),,,,,-4.652714908999907e-05,0.0006596860591449868,-14.178518822826073,,,,(9.994447130723441e-08-1.0004614648904277e-07j),9.994447130723441e-08,-1.0004614648904277e-07
77,"(3,)",8,3,(-2.7575e-10+1.2688e-09j),(-0.0077233+0.0049644j),(6.6865e-11+4.5026e-09j),(-0.022192+0.022837j),,,,,-4.2147315124999156e-05,0.0005070067164999898,-12.02939534810997,,,,(9.994148481857438e-08-1.000466975125368e-07j),9.994148481857438e-08,-1.000466975125368e-07
78,"(3,)",9,1,(0.17804+4.7463e-09j),(-0.041014-0.17139j),(0.0017455-0.088381j),(-0.22851+0.37834j),-0.3,3.1547e-07,3.0,0.052096,0.00032078065200001615,0.09377186388437501,292.323939426279,-9.4641e-08,0.156288,0.5979415133111626,(-0.17320476230241774+0.09999873191765471j),-0.17320476230241774,0.09999873191765471
79,"(3,)",9,2,(1.1948e-09-7.0843e-10j),(0.0095228+0.0024262j),(3.1354e-09-4.189e-09j),(0.036627-0.0052498j),,,,,-4.828508313999904e-05,0.0006845487645199863,-14.17723073055891,,,,(9.994299536567367e-08-1.0004420954294064e-07j),9.994299536567367e-08,-1.0004420954294064e-07
80,"(3,)",9,3,(-5.0799e-10+1.501e-09j),(-0.010048+0.0049695j),(-5.3317e-10+5.4721e-09j),(-0.030041+0.024681j),,,,,-6.282911712499872e-05,0.000755806720999985,-12.029561381489815,,,,(9.994212532942003e-08-1.0004421972452928e-07j),9.994212532942003e-08,-1.0004421972452928e-07
